backlog,open_cases,inflow,cleared,backlog_heinous,backlog_lag1,backlog_lag2,backlog_lag3,cleared_lag1,cleared_lag2,cleared_lag3,inflow_lag1,inflow_lag2,inflow_lag3,backlog_mean3,cleared_mean3,inflow_mean3,growth_3mo,growth_1mo,clearance_rate,clearance_rate_3mo,load,stale_share,heinous_share,month_of_year,target_backlog_up_20pct_3mo
43,58,6,2,4,42,41,36,3,0,3,6,6,4,39.6667,2.0,5.3333,1.084,1.0238,0.0465,0.0504,3.0,0.7414,0.093,12,1
51,60,3,1,7,43,42,41,2,3,0,6,6,6,42.0,1.6667,6.0,1.2143,1.186,0.0196,0.0397,1.8,0.85,0.1373,1,0
56,64,5,1,6,51,43,42,1,2,3,3,6,6,45.3333,2.0,5.0,1.2353,1.098,0.0179,0.0441,2.5,0.875,0.1071,2,0
57,63,1,2,6,56,51,43,1,1,2,5,3,6,50.0,1.3333,4.6667,1.14,1.0179,0.0351,0.0267,0.75,0.9048,0.1053,3,0
59,66,5,2,6,57,56,51,2,1,1,1,5,3,54.6667,1.3333,3.0,1.0793,1.0351,0.0339,0.0244,3.75,0.8939,0.1017,4,0
60,69,4,1,8,59,57,56,2,2,1,5,1,5,57.3333,1.6667,3.6667,1.0465,1.0169,0.0167,0.0291,2.4,0.8696,0.1333,5,0
64,72,4,1,8,60,59,57,1,2,2,4,5,1,58.6667,1.6667,3.3333,1.0909,1.0667,0.0156,0.0284,2.4,0.8889,0.125,6,0
64,71,3,4,8,64,60,59,1,1,2,4,4,5,61.0,1.3333,4.3333,1.0492,1.0,0.0625,0.0219,2.25,0.9014,0.125,7,0
66,70,1,2,8,64,64,60,4,1,1,3,4,4,62.6667,2.0,3.6667,1.0532,1.0312,0.0303,0.0319,0.5,0.9429,0.1212,8,0
66,73,6,3,7,66,64,64,2,4,1,1,3,4,64.6667,2.3333,2.6667,1.0206,1.0,0.0455,0.0361,2.5714,0.9041,0.1061,9,0
63,75,6,4,7,66,66,64,3,2,4,6,1,3,65.3333,3.0,3.3333,0.9643,0.9545,0.0635,0.0459,2.0,0.84,0.1111,10,0
68,79,5,1,7,63,66,66,4,3,2,6,6,1,65.0,3.0,4.3333,1.0462,1.0794,0.0147,0.0462,1.6667,0.8608,0.1029,11,0
70,78,4,5,7,68,63,66,1,4,3,5,6,6,65.6667,2.6667,5.6667,1.066,1.0294,0.0714,0.0406,1.5,0.8974,0.1,12,0
73,79,4,3,8,70,68,63,5,1,4,4,5,6,67.0,3.3333,5.0,1.0896,1.0429,0.0411,0.0498,1.2,0.9241,0.1096,1,0
74,84,7,2,9,73,70,68,3,5,1,4,4,5,70.3333,3.0,4.3333,1.0521,1.0137,0.027,0.0427,2.3333,0.881,0.1216,2,1
76,94,12,2,9,74,73,70,2,3,5,7,4,4,72.3333,3.3333,5.0,1.0507,1.027,0.0263,0.0461,3.6,0.8085,0.1184,3,1
12,19,5,1,2,6,1,0,1,0,0,2,6,5,2.3333,0.3333,4.3333,5.1429,2.0,0.0833,0.1429,15.0,0.6316,0.1667,5,1
12,21,3,1,2,12,6,1,1,1,0,5,2,6,6.3333,0.6667,4.3333,1.8947,1.0,0.0833,0.1053,4.5,0.5714,0.1667,6,1
17,24,4,1,2,12,12,6,1,1,1,3,5,2,10.0,1.0,3.3333,1.7,1.4167,0.0588,0.1,4.0,0.7083,0.1176,7,1
19,24,1,1,2,17,12,12,1,1,1,4,3,5,13.6667,1.0,4.0,1.3902,1.1176,0.0526,0.0732,1.0,0.7917,0.1053,8,0
23,26,2,0,2,19,17,12,1,1,1,1,4,3,16.0,1.0,2.6667,1.4375,1.2105,0.0,0.0625,2.0,0.8846,0.087,9,0
21,31,8,3,2,23,19,17,0,1,1,2,1,4,19.6667,0.6667,2.3333,1.0678,0.913,0.1429,0.0339,12.0,0.6774,0.0952,10,0
21,31,3,3,2,21,23,19,3,0,1,8,2,1,21.0,1.3333,3.6667,1.0,1.0,0.1429,0.0635,2.25,0.6774,0.0952,11,0
25,29,2,4,2,21,21,23,3,3,0,3,8,2,21.6667,2.0,4.3333,1.1538,1.1905,0.16,0.0923,1.0,0.8621,0.08,12,0
25,33,6,2,3,25,21,21,4,3,3,2,3,8,22.3333,3.3333,4.3333,1.1194,1.0,0.08,0.1493,1.8,0.7576,0.12,1,1
25,38,7,2,3,25,25,21,2,4,3,6,2,3,23.6667,3.0,3.6667,1.0563,1.0,0.08,0.1268,2.3333,0.6579,0.12,2,1
30,43,6,1,3,25,25,25,2,2,4,7,6,2,25.0,2.6667,5.0,1.2,1.2,0.0333,0.1067,2.25,0.6977,0.1,3,0
33,42,4,5,3,30,25,25,1,2,2,6,7,6,26.6667,1.6667,6.3333,1.2375,1.1,0.1515,0.0625,2.4,0.7857,0.0909,4,0
34,43,4,3,2,33,30,25,5,1,2,4,6,7,29.3333,2.6667,5.6667,1.1591,1.0303,0.0882,0.0909,1.5,0.7907,0.0588,5,0
35,44,6,5,3,34,33,30,3,5,1,4,4,6,32.3333,3.0,4.6667,1.0825,1.0294,0.1429,0.0928,2.0,0.7955,0.0857,6,0
34,43,4,5,3,35,34,33,5,3,5,6,4,4,34.0,4.3333,4.6667,1.0,0.9714,0.1471,0.1275,0.9231,0.7907,0.0882,7,0
37,47,6,2,2,34,35,34,5,5,3,4,6,4,34.3333,4.3333,4.6667,1.0777,1.0882,0.0541,0.1262,1.3846,0.7872,0.0541,8,1
39,50,5,2,3,37,34,35,2,5,5,6,4,6,35.3333,4.0,5.3333,1.1038,1.0541,0.0513,0.1132,1.25,0.78,0.0769,9,1
40,55,10,5,2,39,37,34,2,2,5,5,6,4,36.6667,3.0,5.0,1.0909,1.0256,0.125,0.0818,3.3333,0.7273,0.05,10,1
46,57,3,1,2,40,39,37,5,2,2,10,5,6,38.6667,3.0,7.0,1.1897,1.15,0.0217,0.0776,1.0,0.807,0.0435,11,0
50,59,5,3,2,46,40,39,1,5,2,3,10,5,41.6667,2.6667,6.0,1.2,1.087,0.06,0.064,1.875,0.8475,0.04,12,0
50,60,4,3,3,50,46,40,3,1,5,5,3,10,45.3333,3.0,6.0,1.1029,1.0,0.06,0.0662,1.3333,0.8333,0.06,1,0
51,61,6,5,3,50,50,46,3,3,1,4,5,3,48.6667,2.3333,4.0,1.0479,1.02,0.098,0.0479,2.5714,0.8361,0.0588,2,0
49,59,3,5,3,51,50,50,5,3,3,6,4,5,50.3333,3.6667,5.0,0.9735,0.9608,0.102,0.0728,0.8182,0.8305,0.0612,3,1
51,59,3,3,4,49,51,50,5,5,3,3,6,4,50.0,4.3333,4.3333,1.02,1.0408,0.0588,0.0867,0.6923,0.8644,0.0784,4,0
55,64,6,1,6,51,49,51,3,5,5,3,3,6,50.3333,4.3333,4.0,1.0927,1.0784,0.0182,0.0861,1.3846,0.8594,0.1091,5,0
59,71,7,0,7,55,51,49,1,3,5,6,3,3,51.6667,3.0,4.0,1.1419,1.0727,0.0,0.0581,2.3333,0.831,0.1186,6,1
59,72,6,5,5,59,55,51,0,1,3,7,6,3,55.0,1.3333,5.3333,1.0727,1.0,0.0847,0.0242,4.5,0.8194,0.0847,7,1
66,76,4,0,5,59,59,55,5,0,1,6,7,6,57.6667,2.0,6.3333,1.1445,1.1186,0.0,0.0347,2.0,0.8684,0.0758,8,0
71,78,3,1,5,66,59,59,0,5,0,4,6,7,61.3333,1.6667,5.6667,1.1576,1.0758,0.0141,0.0272,1.8,0.9103,0.0704,9,0
71,77,3,4,6,71,66,59,1,0,5,3,4,6,65.3333,2.0,4.3333,1.0867,1.0,0.0563,0.0306,1.5,0.9221,0.0845,10,0
72,80,4,1,5,71,71,66,4,1,0,3,3,4,69.3333,1.6667,3.3333,1.0385,1.0141,0.0139,0.024,2.4,0.9,0.0694,11,0
71,79,2,3,6,72,71,71,1,4,1,4,3,3,71.3333,2.0,3.3333,0.9953,0.9861,0.0423,0.028,1.0,0.8987,0.0845,12,0
74,83,6,2,8,71,72,71,3,1,4,2,4,3,71.3333,2.6667,3.0,1.0374,1.0423,0.027,0.0374,2.25,0.8916,0.1081,1,0
75,87,6,2,8,74,71,72,2,3,1,6,2,4,72.3333,2.0,4.0,1.0369,1.0135,0.0267,0.0276,3.0,0.8621,0.1067,2,0
77,92,7,2,8,75,74,71,2,2,3,6,6,2,73.3333,2.3333,4.6667,1.05,1.0267,0.026,0.0318,3.0,0.837,0.1039,3,0
11,17,3,4,0,8,4,0,1,1,0,3,7,6,4.0,0.6667,5.3333,2.75,1.375,0.3636,0.1667,4.5,0.6471,0.0,5,0
10,16,2,3,0,11,8,4,4,1,1,3,3,7,7.6667,2.0,4.3333,1.3043,0.9091,0.3,0.2609,1.0,0.625,0.0,6,1
10,18,5,3,1,10,11,8,3,4,1,2,3,3,9.6667,2.6667,2.6667,1.0345,1.0,0.3,0.2759,1.875,0.5556,0.1,7,0
12,17,2,3,2,10,10,11,3,3,4,5,2,3,10.3333,3.3333,3.3333,1.1613,1.2,0.25,0.3226,0.6,0.7059,0.1667,8,1
13,21,7,3,2,12,10,10,3,3,3,2,5,2,10.6667,3.0,3.0,1.2188,1.0833,0.2308,0.2812,2.3333,0.619,0.1538,9,1
12,25,6,2,1,13,12,10,3,3,3,7,2,5,11.6667,3.0,4.6667,1.0286,0.9231,0.1667,0.2571,2.0,0.48,0.0833,10,1
17,26,3,2,1,12,13,12,2,3,3,6,7,2,12.3333,2.6667,5.0,1.3784,1.4167,0.1176,0.2162,1.125,0.6538,0.0588,11,1
17,28,5,3,1,17,12,13,2,2,3,3,6,7,14.0,2.3333,5.3333,1.2143,1.0,0.1765,0.1667,2.1429,0.6071,0.0588,12,1
19,30,6,4,3,17,17,12,3,2,2,5,3,6,15.3333,2.3333,4.6667,1.2391,1.1176,0.2105,0.1522,2.5714,0.6333,0.1579,1,1
23,32,3,1,3,19,17,17,4,3,2,6,5,3,17.6667,3.0,4.6667,1.3019,1.2105,0.0435,0.1698,1.0,0.7188,0.1304,2,1
25,37,9,4,3,23,19,17,1,4,3,3,6,5,19.6667,2.6667,4.6667,1.2712,1.087,0.16,0.1356,3.375,0.6757,0.12,3,1
25,37,4,4,3,25,23,19,4,1,4,9,3,6,22.3333,3.0,6.0,1.1194,1.0,0.16,0.1343,1.3333,0.6757,0.12,4,1
29,38,4,3,2,25,25,23,4,4,1,4,9,3,24.3333,3.0,5.3333,1.1918,1.16,0.1034,0.1233,1.3333,0.7632,0.069,5,1
31,42,6,2,3,29,25,25,3,4,4,4,4,9,26.3333,3.6667,5.6667,1.1772,1.069,0.0645,0.1392,1.6364,0.7381,0.0968,6,0
33,43,4,3,4,31,29,25,2,3,4,6,4,4,28.3333,3.0,4.6667,1.1647,1.0645,0.0909,0.1059,1.3333,0.7674,0.1212,7,0
35,43,5,5,4,33,31,29,3,2,3,4,6,4,31.0,2.6667,4.6667,1.129,1.0606,0.1429,0.086,1.875,0.814,0.1143,8,0
34,45,6,4,4,35,33,31,5,3,2,5,4,6,33.0,3.3333,5.0,1.0303,0.9714,0.1176,0.101,1.8,0.7556,0.1176,9,1
37,47,5,3,4,34,35,33,4,5,3,6,5,4,34.0,4.0,5.0,1.0882,1.0882,0.0811,0.1176,1.25,0.7872,0.1081,10,1
37,46,3,4,4,37,34,35,3,4,5,5,6,5,35.3333,4.0,5.3333,1.0472,1.0,0.1081,0.1132,0.75,0.8043,0.1081,11,1
41,52,7,1,5,37,37,34,4,3,4,3,5,6,36.0,3.6667,4.6667,1.1389,1.1081,0.0244,0.1019,1.9091,0.7885,0.122,12,0
46,55,3,0,6,41,37,37,1,4,3,7,3,5,38.3333,2.6667,5.0,1.2,1.122,0.0,0.0696,1.125,0.8364,0.1304,1,0
50,58,4,1,5,46,41,37,0,1,4,3,7,3,41.3333,1.6667,4.3333,1.2097,1.087,0.02,0.0403,2.4,0.8621,0.1,2,0
49,60,6,4,3,50,46,41,1,0,1,4,3,7,45.6667,0.6667,4.6667,1.073,0.98,0.0816,0.0146,9.0,0.8167,0.0612,3,1
52,65,7,2,4,49,50,46,4,1,0,6,4,3,48.3333,1.6667,4.3333,1.0759,1.0612,0.0385,0.0345,4.2,0.8,0.0769,4,0
56,67,2,0,4,52,49,50,2,4,1,7,6,4,50.3333,2.3333,5.6667,1.1126,1.0769,0.0,0.0464,0.8571,0.8358,0.0714,5,0
62,68,4,3,5,56,52,49,0,2,4,2,7,6,52.3333,2.0,5.0,1.1847,1.1071,0.0484,0.0382,2.0,0.9118,0.0806,6,0
62,72,6,2,5,62,56,52,3,0,2,4,2,7,56.6667,1.6667,4.3333,1.0941,1.0,0.0323,0.0294,3.6,0.8611,0.0806,7,0
62,75,7,4,6,62,62,56,2,3,0,6,4,2,60.0,1.6667,4.0,1.0333,1.0,0.0645,0.0278,4.2,0.8267,0.0968,8,0
65,75,2,2,6,62,62,62,4,2,3,7,6,4,62.0,3.0,5.6667,1.0484,1.0484,0.0308,0.0484,0.6667,0.8667,0.0923,9,0
70,79,7,3,7,65,62,62,2,4,2,2,7,6,63.0,2.6667,5.0,1.1111,1.0769,0.0429,0.0423,2.625,0.8861,0.1,10,0
70,82,5,2,7,70,65,62,3,2,4,7,2,7,65.6667,3.0,5.3333,1.066,1.0,0.0286,0.0457,1.6667,0.8537,0.1,11,0
75,85,5,2,7,70,70,65,2,3,2,5,7,2,68.3333,2.3333,4.6667,1.0976,1.0714,0.0267,0.0341,2.1429,0.8824,0.0933,12,0
75,84,4,5,9,75,70,70,2,2,3,5,5,7,71.6667,2.3333,5.6667,1.0465,1.0,0.0667,0.0326,1.7143,0.8929,0.12,1,0
78,90,7,1,8,75,75,70,5,2,2,4,5,5,73.3333,3.0,4.6667,1.0636,1.04,0.0128,0.0409,2.3333,0.8667,0.1026,2,0
77,98,11,3,9,78,75,75,1,5,2,7,4,5,76.0,2.6667,5.3333,1.0132,0.9872,0.039,0.0351,4.125,0.7857,0.1169,3,1
10,17,2,2,1,8,0,0,1,1,0,6,5,7,2.6667,0.6667,6.0,3.75,1.25,0.2,0.25,3.0,0.5882,0.1,5,0
11,14,0,3,1,10,8,0,2,1,1,2,6,5,6.0,1.3333,4.3333,1.8333,1.1,0.2727,0.2222,0.0,0.7857,0.0909,6,0
14,18,4,0,2,11,10,8,3,2,1,0,2,6,9.6667,2.0,2.6667,1.4483,1.2727,0.0,0.2069,2.0,0.7778,0.1429,7,0
12,14,0,4,2,14,11,10,0,3,2,4,0,2,11.6667,1.6667,2.0,1.0286,0.8571,0.3333,0.1429,0.0,0.8571,0.1667,8,0
13,19,5,0,2,12,14,11,4,0,3,0,4,0,12.3333,2.3333,1.3333,1.0541,1.0833,0.0,0.1892,2.1429,0.6842,0.1538,9,1
13,25,7,1,3,13,12,14,0,4,0,5,0,4,13.0,1.3333,3.0,1.0,1.0,0.0769,0.1026,5.25,0.52,0.2308,10,1
14,25,4,4,3,13,13,12,1,0,4,7,5,0,12.6667,1.6667,4.0,1.1053,1.0769,0.2857,0.1316,2.4,0.56,0.2143,11,1
18,29,6,2,4,14,13,13,4,1,0,4,7,5,13.3333,1.6667,5.3333,1.35,1.2857,0.1111,0.125,3.6,0.6207,0.2222,12,1
21,29,3,3,4,18,14,13,2,4,1,6,4,7,15.0,2.3333,5.6667,1.4,1.1667,0.1429,0.1556,1.2857,0.7241,0.1905,1,1
23,31,4,2,3,21,18,14,3,2,4,3,6,4,17.6667,3.0,4.3333,1.3019,1.0952,0.087,0.1698,1.3333,0.7419,0.1304,2,1
23,36,7,2,4,23,21,18,2,3,2,4,3,6,20.6667,2.3333,4.3333,1.1129,1.0,0.087,0.1129,3.0,0.6389,0.1739,3,1
26,41,8,3,5,23,23,21,2,2,3,7,4,3,22.3333,2.3333,4.6667,1.1642,1.1304,0.1154,0.1045,3.4286,0.6341,0.1923,4,1
31,44,4,1,5,26,23,23,3,2,2,8,7,4,24.0,2.3333,6.3333,1.2917,1.1923,0.0323,0.0972,1.7143,0.7045,0.1613,5,1
36,44,2,2,6,31,26,23,1,3,2,4,8,7,26.6667,2.0,6.3333,1.35,1.1613,0.0556,0.075,1.0,0.8182,0.1667,6,1
40,50,7,1,8,36,31,26,2,1,3,2,4,8,31.0,2.0,4.6667,1.2903,1.1111,0.025,0.0645,3.5,0.8,0.2,7,0
42,52,4,2,9,40,36,31,1,2,1,7,2,4,35.6667,1.3333,4.3333,1.1776,1.05,0.0476,0.0374,3.0,0.8077,0.2143,8,0
47,57,5,0,9,42,40,36,2,1,2,4,7,2,39.3333,1.6667,4.3333,1.1949,1.119,0.0,0.0424,3.0,0.8246,0.1915,9,0
47,58,6,5,9,47,42,40,0,2,1,5,4,7,43.0,1.0,5.3333,1.093,1.0,0.1064,0.0233,6.0,0.8103,0.1915,10,0
48,57,3,4,8,47,47,42,5,0,2,6,5,4,45.3333,2.3333,5.0,1.0588,1.0213,0.0833,0.0515,1.2857,0.8421,0.1667,11,0
51,57,3,3,8,48,47,47,4,5,0,3,6,5,47.3333,3.0,4.6667,1.0775,1.0625,0.0588,0.0634,1.0,0.8947,0.1569,12,0
52,59,6,4,8,51,48,47,3,4,5,3,3,6,48.6667,4.0,4.0,1.0685,1.0196,0.0769,0.0822,1.5,0.8814,0.1538,1,0
52,65,7,1,7,52,51,48,4,3,4,6,3,3,50.3333,3.6667,4.0,1.0331,1.0,0.0192,0.0728,1.9091,0.8,0.1346,2,0
53,65,3,3,7,52,52,51,1,4,3,7,6,3,51.6667,2.6667,5.3333,1.0258,1.0192,0.0566,0.0516,1.125,0.8154,0.1321,3,0
57,66,4,3,8,53,52,52,3,1,4,3,7,6,52.3333,2.6667,5.3333,1.0892,1.0755,0.0526,0.051,1.5,0.8636,0.1404,4,0
60,67,4,3,10,57,53,52,3,3,1,4,3,7,54.0,2.3333,4.6667,1.1111,1.0526,0.05,0.0432,1.7143,0.8955,0.1667,5,0
58,71,6,2,9,60,57,53,3,3,3,4,4,3,56.6667,3.0,3.6667,1.0235,0.9667,0.0345,0.0529,2.0,0.8169,0.1552,6,1
64,74,4,1,12,58,60,57,2,3,3,6,4,4,58.3333,2.6667,4.6667,1.0971,1.1034,0.0156,0.0457,1.5,0.8649,0.1875,7,0
66,75,4,3,11,64,58,60,1,2,3,4,6,4,60.6667,2.0,4.6667,1.0879,1.0312,0.0455,0.033,2.0,0.88,0.1667,8,0
71,81,7,1,13,66,64,58,3,1,2,4,4,6,62.6667,2.0,4.6667,1.133,1.0758,0.0141,0.0319,3.5,0.8765,0.1831,9,0
71,80,4,5,11,71,66,64,1,3,1,7,4,4,67.0,1.6667,5.0,1.0597,1.0,0.0704,0.0249,2.4,0.8875,0.1549,10,0
69,78,4,6,11,71,71,66,5,1,3,4,7,4,69.3333,3.0,5.0,0.9952,0.9718,0.087,0.0433,1.3333,0.8846,0.1594,11,0
73,87,9,0,12,69,71,71,6,5,1,4,4,7,70.3333,4.0,5.0,1.0379,1.058,0.0,0.0569,2.25,0.8391,0.1644,12,0
74,91,8,4,13,73,69,71,0,6,5,9,4,4,71.0,3.6667,5.6667,1.0423,1.0137,0.0541,0.0516,2.1818,0.8132,0.1757,1,1
80,100,10,1,14,74,73,69,4,0,6,8,9,4,72.0,3.3333,7.0,1.1111,1.0811,0.0125,0.0463,3.0,0.8,0.175,2,1
86,106,9,3,14,80,74,73,1,4,0,10,8,9,75.6667,1.6667,9.0,1.1366,1.075,0.0349,0.022,5.4,0.8113,0.1628,3,1
12,17,1,0,2,9,8,7,1,3,3,4,3,1,8.0,2.3333,2.6667,1.5,1.3333,0.0,0.2917,0.4286,0.7059,0.1667,9,1
16,24,7,0,2,12,9,8,0,1,3,1,4,3,9.6667,1.3333,2.6667,1.6552,1.3333,0.0,0.1379,5.25,0.6667,0.125,10,1
13,25,5,4,2,16,12,9,0,0,1,7,1,4,12.3333,0.3333,4.0,1.0541,0.8125,0.3077,0.027,15.0,0.52,0.1538,11,1
19,28,3,0,2,13,16,12,4,0,0,5,7,1,13.6667,1.3333,4.3333,1.3902,1.4615,0.0,0.0976,2.25,0.6786,0.1053,12,1
24,31,4,1,3,19,13,16,0,4,0,3,5,7,16.0,1.3333,5.0,1.5,1.2632,0.0417,0.0833,3.0,0.7742,0.125,1,1
24,35,7,3,3,24,19,13,1,0,4,4,3,5,18.6667,1.6667,4.0,1.2857,1.0,0.125,0.0893,4.2,0.6857,0.125,2,1
26,38,5,2,3,24,24,19,3,1,0,7,4,3,22.3333,1.3333,4.6667,1.1642,1.0833,0.0769,0.0597,3.75,0.6842,0.1154,3,1
30,43,7,2,3,26,24,24,2,3,1,5,7,4,24.6667,2.0,5.3333,1.2162,1.1538,0.0667,0.0811,3.5,0.6977,0.1,4,1
35,46,4,1,4,30,26,24,2,2,3,7,5,7,26.6667,2.3333,6.3333,1.3125,1.1667,0.0286,0.0875,1.7143,0.7609,0.1143,5,0
39,46,4,4,4,35,30,26,1,2,2,4,7,5,30.3333,1.6667,5.3333,1.2857,1.1143,0.1026,0.0549,2.4,0.8478,0.1026,6,0
38,52,8,2,4,39,35,30,4,1,2,4,4,7,34.6667,2.3333,5.0,1.0962,0.9744,0.0526,0.0673,3.4286,0.7308,0.1053,7,1
41,53,4,3,5,38,39,35,2,4,1,8,4,4,37.3333,2.3333,5.3333,1.0982,1.0789,0.0732,0.0625,1.7143,0.7736,0.122,8,1
46,55,4,2,5,41,38,39,3,2,4,4,8,4,39.3333,3.0,5.3333,1.1695,1.122,0.0435,0.0763,1.3333,0.8364,0.1087,9,0
48,61,10,4,6,46,41,38,2,3,2,4,4,8,41.6667,2.3333,5.3333,1.152,1.0435,0.0833,0.056,4.2857,0.7869,0.125,10,1
51,63,4,2,6,48,46,41,4,2,3,10,4,4,45.0,3.0,6.0,1.1333,1.0625,0.0392,0.0667,1.3333,0.8095,0.1176,11,1
55,65,4,2,6,51,48,46,2,4,2,4,10,4,48.3333,2.6667,6.0,1.1379,1.0784,0.0364,0.0552,1.5,0.8462,0.1091,12,0
60,69,5,1,7,55,51,48,2,2,4,4,4,10,51.3333,2.6667,6.0,1.1688,1.0909,0.0167,0.0519,1.875,0.8696,0.1167,1,0
62,71,3,1,7,60,55,51,1,2,2,5,4,4,55.3333,1.6667,4.3333,1.1205,1.0333,0.0161,0.0301,1.8,0.8732,0.1129,2,0
62,74,6,3,7,62,60,55,1,1,2,3,5,4,59.0,1.3333,4.0,1.0508,1.0,0.0484,0.0226,4.5,0.8378,0.1129,3,0
64,75,4,3,8,62,62,60,3,1,1,6,3,5,61.3333,1.6667,4.6667,1.0435,1.0323,0.0469,0.0272,2.4,0.8533,0.125,4,0
70,77,2,0,9,64,62,62,3,3,1,4,6,3,62.6667,2.3333,4.3333,1.117,1.0938,0.0,0.0372,0.8571,0.9091,0.1286,5,0
70,76,2,3,10,70,64,62,0,3,3,2,4,6,65.3333,2.0,4.0,1.0714,1.0,0.0429,0.0306,1.0,0.9211,0.1429,6,0
73,83,8,1,12,70,70,64,3,0,3,2,2,4,68.0,2.0,2.6667,1.0735,1.0429,0.0137,0.0294,4.0,0.8795,0.1644,7,0
73,86,5,2,12,73,70,70,1,3,0,8,2,2,71.0,1.3333,4.0,1.0282,1.0,0.0274,0.0188,3.75,0.8488,0.1644,8,0
78,87,3,2,12,73,73,70,2,1,3,5,8,2,72.0,2.0,5.0,1.0833,1.0685,0.0256,0.0278,1.5,0.8966,0.1538,9,0
81,88,3,2,14,78,73,73,2,2,1,3,5,8,74.6667,1.6667,5.3333,1.0848,1.0385,0.0247,0.0223,1.8,0.9205,0.1728,10,0
82,89,5,4,15,81,78,73,2,2,2,3,3,5,77.3333,2.0,3.6667,1.0603,1.0123,0.0488,0.0259,2.5,0.9213,0.1829,11,0
83,92,4,1,15,82,81,78,4,2,2,5,3,3,80.3333,2.6667,3.6667,1.0332,1.0122,0.012,0.0332,1.5,0.9022,0.1807,12,0
81,95,9,6,13,83,82,81,1,4,2,4,5,3,82.0,2.3333,4.0,0.9878,0.9759,0.0741,0.0285,3.8571,0.8526,0.1605,1,0
86,97,5,3,14,81,83,82,6,1,4,9,4,5,82.0,3.6667,6.0,1.0488,1.0617,0.0349,0.0447,1.3636,0.8866,0.1628,2,0
91,103,8,2,14,86,81,83,3,6,1,5,9,4,83.3333,3.3333,6.0,1.092,1.0581,0.022,0.04,2.4,0.8835,0.1538,3,0
13,23,5,1,3,9,6,2,1,0,0,4,5,3,5.6667,0.3333,4.0,2.2941,1.4444,0.0769,0.0588,15.0,0.5652,0.2308,7,1
17,27,5,1,4,13,9,6,1,1,0,5,4,5,9.3333,0.6667,4.6667,1.8214,1.3077,0.0588,0.0714,7.5,0.6296,0.2353,8,1
21,31,4,0,4,17,13,9,1,1,1,5,5,4,13.0,1.0,4.6667,1.6154,1.2353,0.0,0.0769,4.0,0.6774,0.1905,9,1
24,32,5,4,4,21,17,13,0,1,1,4,5,5,17.0,0.6667,4.6667,1.4118,1.1429,0.1667,0.0392,7.5,0.75,0.1667,10,1
27,37,5,0,4,24,21,17,4,0,1,5,4,5,20.6667,1.6667,4.6667,1.3065,1.125,0.0,0.0806,3.0,0.7297,0.1481,11,1
29,40,6,3,3,27,24,21,0,4,0,5,5,4,24.0,1.3333,4.6667,1.2083,1.0741,0.1034,0.0556,4.5,0.725,0.1034,12,0
31,41,4,3,4,29,27,24,3,0,4,6,5,5,26.6667,2.3333,5.3333,1.1625,1.069,0.0968,0.0875,1.7143,0.7561,0.129,1,0
33,41,4,4,4,31,29,27,3,3,0,4,6,5,29.0,2.0,5.0,1.1379,1.0645,0.1212,0.069,2.0,0.8049,0.1212,2,0
34,42,4,3,5,33,31,29,4,3,3,4,4,6,31.0,3.3333,4.6667,1.0968,1.0303,0.0882,0.1075,1.2,0.8095,0.1471,3,0
36,42,2,2,5,34,33,31,3,4,3,4,4,4,32.6667,3.3333,4.0,1.102,1.0588,0.0556,0.102,0.6,0.8571,0.1389,4,0
38,43,3,2,5,36,34,33,2,3,4,2,4,4,34.3333,3.0,3.3333,1.1068,1.0556,0.0526,0.0874,1.0,0.8837,0.1316,5,0
36,38,1,6,5,38,36,34,2,2,3,3,2,4,36.0,2.3333,3.0,1.0,0.9474,0.1667,0.0648,0.4286,0.9474,0.1389,6,0
36,39,2,1,4,36,38,36,6,2,2,1,3,2,36.6667,3.3333,2.0,0.9818,1.0,0.0278,0.0909,0.6,0.9231,0.1111,7,0
34,40,3,2,4,36,36,38,1,6,2,2,1,3,36.6667,3.0,2.0,0.9273,0.9444,0.0588,0.0818,1.0,0.85,0.1176,8,0
33,41,4,3,5,34,36,36,2,1,6,3,2,1,35.3333,3.0,2.0,0.934,0.9706,0.0909,0.0849,1.3333,0.8049,0.1515,9,1
35,47,7,1,6,33,34,36,3,2,1,4,3,2,34.3333,2.0,3.0,1.0194,1.0606,0.0286,0.0583,3.5,0.7447,0.1714,10,1
37,52,8,3,6,35,33,34,1,3,2,7,4,3,34.0,2.0,4.6667,1.0882,1.0571,0.0811,0.0588,4.0,0.7115,0.1622,11,1
42,55,5,2,6,37,35,33,3,1,3,8,7,4,35.0,2.3333,6.3333,1.2,1.1351,0.0476,0.0667,2.1429,0.7636,0.1429,12,1
47,58,4,1,7,42,37,35,2,3,1,5,8,7,38.0,2.0,6.6667,1.2368,1.119,0.0213,0.0526,2.0,0.8103,0.1489,1,0
50,58,3,3,7,47,42,37,1,2,3,4,5,8,42.0,2.0,5.6667,1.1905,1.0638,0.06,0.0476,1.5,0.8621,0.14,2,0
53,60,4,2,7,50,47,42,3,1,2,3,4,5,46.3333,2.0,4.0,1.1439,1.06,0.0377,0.0432,2.0,0.8833,0.1321,3,0
52,64,7,3,5,53,50,47,2,3,1,4,3,4,50.0,2.0,3.6667,1.04,0.9811,0.0577,0.04,3.5,0.8125,0.0962,4,0
