row_key,district_name,crime_head,month,district_id,crime_head_id,month_index,month_of_year,lag_1,lag_2,lag_3,lag_12,roll_3,roll_6,roll_12,district_lag_1,head_share,target
29-8-2025-12,Ramanagara,Traffic / PAR,2025-12,29,8,24311,12,0,0,0,1,0.0,0.333,0.75,17,0.0,0
29-8-2026-01,Ramanagara,Traffic / PAR,2026-01,29,8,24312,1,0,0,0,0,0.0,0.0,0.667,8,0.0,1
29-8-2026-02,Ramanagara,Traffic / PAR,2026-02,29,8,24313,2,1,0,0,1,0.333,0.167,0.75,25,0.04,0
29-8-2026-03,Ramanagara,Traffic / PAR,2026-03,29,8,24314,3,0,1,0,2,0.333,0.167,0.667,19,0.0,1
29-8-2026-04,Ramanagara,Traffic / PAR,2026-04,29,8,24315,4,1,0,1,1,0.667,0.333,0.583,35,0.0286,1
29-8-2026-05,Ramanagara,Traffic / PAR,2026-05,29,8,24316,5,1,1,0,2,0.667,0.5,0.583,22,0.0455,1
29-8-2026-06,Ramanagara,Traffic / PAR,2026-06,29,8,24317,6,1,1,1,2,1.0,0.667,0.5,32,0.0312,3
3-1-2024-02,Mysuru,Crimes Against Body,2024-02,3,1,24289,2,15,9,17,12,13.667,12.167,12.0,74,0.2027,9
3-1-2024-03,Mysuru,Crimes Against Body,2024-03,3,1,24290,3,9,15,9,10,11.0,12.167,11.75,65,0.1385,8
3-1-2024-04,Mysuru,Crimes Against Body,2024-04,3,1,24291,4,8,9,15,8,10.667,12.0,11.583,64,0.125,13
3-1-2024-05,Mysuru,Crimes Against Body,2024-05,3,1,24292,5,13,8,9,9,10.0,11.833,12.0,79,0.1646,9
3-1-2024-06,Mysuru,Crimes Against Body,2024-06,3,1,24293,6,9,13,8,14,10.0,10.5,12.0,81,0.1111,7
3-1-2024-07,Mysuru,Crimes Against Body,2024-07,3,1,24294,7,7,9,13,18,9.667,10.167,11.417,73,0.0959,9
3-1-2024-08,Mysuru,Crimes Against Body,2024-08,3,1,24295,8,9,7,9,9,8.333,9.167,10.667,65,0.1385,7
3-1-2024-09,Mysuru,Crimes Against Body,2024-09,3,1,24296,9,7,9,7,9,7.667,8.833,10.5,73,0.0959,8
3-1-2024-10,Mysuru,Crimes Against Body,2024-10,3,1,24297,10,8,7,9,14,8.0,8.833,10.417,73,0.1096,10
3-1-2024-11,Mysuru,Crimes Against Body,2024-11,3,1,24298,11,10,8,7,17,8.333,8.333,10.083,106,0.0943,11
3-1-2024-12,Mysuru,Crimes Against Body,2024-12,3,1,24299,12,11,10,8,9,9.667,8.667,9.583,119,0.0924,8
3-1-2025-01,Mysuru,Crimes Against Body,2025-01,3,1,24300,1,8,11,10,15,9.667,8.833,9.5,84,0.0952,7
3-1-2025-02,Mysuru,Crimes Against Body,2025-02,3,1,24301,2,7,8,11,9,8.667,8.5,8.833,59,0.1186,5
3-1-2025-03,Mysuru,Crimes Against Body,2025-03,3,1,24302,3,5,7,8,8,6.667,8.167,8.5,58,0.0862,13
3-1-2025-04,Mysuru,Crimes Against Body,2025-04,3,1,24303,4,13,5,7,13,8.333,9.0,8.917,87,0.1494,14
3-1-2025-05,Mysuru,Crimes Against Body,2025-05,3,1,24304,5,14,13,5,9,10.667,9.667,9.0,76,0.1842,11
3-1-2025-06,Mysuru,Crimes Against Body,2025-06,3,1,24305,6,11,14,13,7,12.667,9.667,9.167,70,0.1571,9
3-1-2025-07,Mysuru,Crimes Against Body,2025-07,3,1,24306,7,9,11,14,9,11.333,9.833,9.333,66,0.1364,5
3-1-2025-08,Mysuru,Crimes Against Body,2025-08,3,1,24307,8,5,9,11,7,8.333,9.5,9.0,67,0.0746,9
3-1-2025-09,Mysuru,Crimes Against Body,2025-09,3,1,24308,9,9,5,9,8,7.667,10.167,9.167,65,0.1385,12
3-1-2025-10,Mysuru,Crimes Against Body,2025-10,3,1,24309,10,12,9,5,10,8.667,10.0,9.5,65,0.1846,10
3-1-2025-11,Mysuru,Crimes Against Body,2025-11,3,1,24310,11,10,12,9,11,10.333,9.333,9.5,110,0.0909,10
3-1-2025-12,Mysuru,Crimes Against Body,2025-12,3,1,24311,12,10,10,12,8,10.667,9.167,9.417,109,0.0917,11
3-1-2026-01,Mysuru,Crimes Against Body,2026-01,3,1,24312,1,11,10,10,7,10.333,9.5,9.667,84,0.131,24
3-1-2026-02,Mysuru,Crimes Against Body,2026-02,3,1,24313,2,24,11,10,5,15.0,12.667,11.083,141,0.1702,16
3-1-2026-03,Mysuru,Crimes Against Body,2026-03,3,1,24314,3,16,24,11,13,17.0,13.833,12.0,115,0.1391,21
3-1-2026-04,Mysuru,Crimes Against Body,2026-04,3,1,24315,4,21,16,24,14,20.333,15.333,12.667,159,0.1321,27
3-1-2026-05,Mysuru,Crimes Against Body,2026-05,3,1,24316,5,27,21,16,11,21.333,18.167,13.75,152,0.1776,21
3-1-2026-06,Mysuru,Crimes Against Body,2026-06,3,1,24317,6,21,27,21,9,23.0,20.0,14.583,141,0.1489,17
3-2-2024-02,Mysuru,Crimes Against Property,2024-02,3,2,24289,2,31,40,71,27,47.333,43.167,33.583,74,0.4189,21
3-2-2024-03,Mysuru,Crimes Against Property,2024-03,3,2,24290,3,21,31,40,28,30.667,41.833,33.083,65,0.3231,23
3-2-2024-04,Mysuru,Crimes Against Property,2024-04,3,2,24291,4,23,21,31,23,25.0,40.667,32.667,64,0.3594,19
3-2-2024-05,Mysuru,Crimes Against Property,2024-05,3,2,24292,5,19,23,21,22,21.0,34.167,32.333,79,0.2405,27
3-2-2024-06,Mysuru,Crimes Against Property,2024-06,3,2,24293,6,27,19,23,19,23.0,26.833,32.75,81,0.3333,29
3-2-2024-07,Mysuru,Crimes Against Property,2024-07,3,2,24294,7,29,27,19,25,25.0,25.0,33.583,73,0.3973,20
3-2-2024-08,Mysuru,Crimes Against Property,2024-08,3,2,24295,8,20,29,27,29,25.333,23.167,33.167,65,0.3077,30
3-2-2024-09,Mysuru,Crimes Against Property,2024-09,3,2,24296,9,30,20,29,30,26.333,24.667,33.25,73,0.411,27
3-2-2024-10,Mysuru,Crimes Against Property,2024-10,3,2,24297,10,27,30,20,58,25.667,25.333,33.0,73,0.3699,57
3-2-2024-11,Mysuru,Crimes Against Property,2024-11,3,2,24298,11,57,27,30,71,38.0,31.667,32.917,106,0.5377,69
3-2-2024-12,Mysuru,Crimes Against Property,2024-12,3,2,24299,12,69,57,27,40,51.0,38.667,32.75,119,0.5798,36
3-2-2025-01,Mysuru,Crimes Against Property,2025-01,3,2,24300,1,36,69,57,31,54.0,39.833,32.417,84,0.4286,17
3-2-2025-02,Mysuru,Crimes Against Property,2025-02,3,2,24301,2,17,36,69,21,40.667,39.333,31.25,59,0.2881,27
3-2-2025-03,Mysuru,Crimes Against Property,2025-03,3,2,24302,3,27,17,36,23,26.667,38.833,31.75,58,0.4655,28
3-2-2025-04,Mysuru,Crimes Against Property,2025-04,3,2,24303,4,28,27,17,19,24.0,39.0,32.167,87,0.3218,20
3-2-2025-05,Mysuru,Crimes Against Property,2025-05,3,2,24304,5,20,28,27,27,25.0,32.833,32.25,76,0.2632,18
3-2-2025-06,Mysuru,Crimes Against Property,2025-06,3,2,24305,6,18,20,28,29,22.0,24.333,31.5,70,0.2571,25
3-2-2025-07,Mysuru,Crimes Against Property,2025-07,3,2,24306,7,25,18,20,20,21.0,22.5,31.167,66,0.3788,23
3-2-2025-08,Mysuru,Crimes Against Property,2025-08,3,2,24307,8,23,25,18,30,22.0,23.5,31.417,67,0.3433,24
3-2-2025-09,Mysuru,Crimes Against Property,2025-09,3,2,24308,9,24,23,25,27,24.0,23.0,30.917,65,0.3692,22
3-2-2025-10,Mysuru,Crimes Against Property,2025-10,3,2,24309,10,22,24,23,57,23.0,22.0,30.5,65,0.3385,62
3-2-2025-11,Mysuru,Crimes Against Property,2025-11,3,2,24310,11,62,22,24,69,36.0,29.0,30.917,110,0.5636,68
3-2-2025-12,Mysuru,Crimes Against Property,2025-12,3,2,24311,12,68,62,22,36,50.667,37.333,30.833,109,0.6239,36
3-2-2026-01,Mysuru,Crimes Against Property,2026-01,3,2,24312,1,36,68,62,17,55.333,39.167,30.833,84,0.4286,53
3-2-2026-02,Mysuru,Crimes Against Property,2026-02,3,2,24313,2,53,36,68,27,52.333,44.167,33.833,141,0.3759,49
3-2-2026-03,Mysuru,Crimes Against Property,2026-03,3,2,24314,3,49,53,36,28,46.0,48.333,35.667,115,0.4261,59
3-2-2026-04,Mysuru,Crimes Against Property,2026-04,3,2,24315,4,59,49,53,20,53.667,54.5,38.25,159,0.3711,60
3-2-2026-05,Mysuru,Crimes Against Property,2026-05,3,2,24316,5,60,59,49,18,56.0,54.167,41.583,152,0.3947,57
3-2-2026-06,Mysuru,Crimes Against Property,2026-06,3,2,24317,6,57,60,59,25,58.667,52.333,44.833,141,0.4043,54
3-3-2024-02,Mysuru,Crimes Against Women,2024-02,3,3,24289,2,8,8,6,6,7.333,5.667,5.25,74,0.1081,6
3-3-2024-03,Mysuru,Crimes Against Women,2024-03,3,3,24290,3,6,8,8,8,7.333,6.167,5.25,65,0.0923,9
3-3-2024-04,Mysuru,Crimes Against Women,2024-04,3,3,24291,4,9,6,8,4,7.667,6.833,5.333,64,0.1406,8
3-3-2024-05,Mysuru,Crimes Against Women,2024-05,3,3,24292,5,8,9,6,4,7.667,7.5,5.667,79,0.1013,8
3-3-2024-06,Mysuru,Crimes Against Women,2024-06,3,3,24293,6,8,8,9,1,8.333,7.833,6.0,81,0.0988,7
3-3-2024-07,Mysuru,Crimes Against Women,2024-07,3,3,24294,7,7,8,8,6,7.667,7.667,6.5,73,0.0959,6
3-3-2024-08,Mysuru,Crimes Against Women,2024-08,3,3,24295,8,6,7,8,3,7.0,7.333,6.5,65,0.0923,10
3-3-2024-09,Mysuru,Crimes Against Women,2024-09,3,3,24296,9,10,6,7,5,7.667,8.0,7.083,73,0.137,5
3-3-2024-10,Mysuru,Crimes Against Women,2024-10,3,3,24297,10,5,10,6,4,7.0,7.333,7.083,73,0.0685,8
3-3-2024-11,Mysuru,Crimes Against Women,2024-11,3,3,24298,11,8,5,10,6,7.667,7.333,7.417,106,0.0755,8
3-3-2024-12,Mysuru,Crimes Against Women,2024-12,3,3,24299,12,8,8,5,8,7.0,7.333,7.583,119,0.0672,9
3-3-2025-01,Mysuru,Crimes Against Women,2025-01,3,3,24300,1,9,8,8,8,8.333,7.667,7.667,84,0.1071,10
3-3-2025-02,Mysuru,Crimes Against Women,2025-02,3,3,24301,2,10,9,8,6,9.0,8.333,7.833,59,0.1695,6
3-3-2025-03,Mysuru,Crimes Against Women,2025-03,3,3,24302,3,6,10,9,9,8.333,7.667,7.833,58,0.1034,10
3-3-2025-04,Mysuru,Crimes Against Women,2025-04,3,3,24303,4,10,6,10,8,8.667,8.5,7.917,87,0.1149,6
3-3-2025-05,Mysuru,Crimes Against Women,2025-05,3,3,24304,5,6,10,6,8,7.333,8.167,7.75,76,0.0789,4
3-3-2025-06,Mysuru,Crimes Against Women,2025-06,3,3,24305,6,4,6,10,7,6.667,7.5,7.417,70,0.0571,5
3-3-2025-07,Mysuru,Crimes Against Women,2025-07,3,3,24306,7,5,4,6,6,5.0,6.833,7.25,66,0.0758,6
3-3-2025-08,Mysuru,Crimes Against Women,2025-08,3,3,24307,8,6,5,4,10,5.0,6.167,7.25,67,0.0896,7
3-3-2025-09,Mysuru,Crimes Against Women,2025-09,3,3,24308,9,7,6,5,5,6.0,6.333,7.0,65,0.1077,1
3-3-2025-10,Mysuru,Crimes Against Women,2025-10,3,3,24309,10,1,7,6,8,4.667,4.833,6.667,65,0.0154,5
3-3-2025-11,Mysuru,Crimes Against Women,2025-11,3,3,24310,11,5,1,7,8,4.333,4.667,6.417,110,0.0455,4
3-3-2025-12,Mysuru,Crimes Against Women,2025-12,3,3,24311,12,4,5,1,9,3.333,4.667,6.083,109,0.0367,7
3-3-2026-01,Mysuru,Crimes Against Women,2026-01,3,3,24312,1,7,4,5,10,5.333,5.0,5.917,84,0.0833,19
3-3-2026-02,Mysuru,Crimes Against Women,2026-02,3,3,24313,2,19,7,4,6,10.0,7.167,6.667,141,0.1348,8
3-3-2026-03,Mysuru,Crimes Against Women,2026-03,3,3,24314,3,8,19,7,10,11.333,7.333,6.833,115,0.0696,9
3-3-2026-04,Mysuru,Crimes Against Women,2026-04,3,3,24315,4,9,8,19,6,12.0,8.667,6.75,159,0.0566,12
3-3-2026-05,Mysuru,Crimes Against Women,2026-05,3,3,24316,5,12,9,8,4,9.667,9.833,7.25,152,0.0789,8
3-3-2026-06,Mysuru,Crimes Against Women,2026-06,3,3,24317,6,8,12,9,5,9.667,10.5,7.583,141,0.0567,13
3-4-2024-02,Mysuru,Cyber Crime,2024-02,3,4,24289,2,5,13,18,11,12.0,12.5,12.25,74,0.0676,11
3-4-2024-03,Mysuru,Cyber Crime,2024-03,3,4,24290,3,11,5,13,22,9.667,13.167,12.25,65,0.1692,8
3-4-2024-04,Mysuru,Cyber Crime,2024-04,3,4,24291,4,8,11,5,5,8.0,12.5,11.083,64,0.125,19
3-4-2024-05,Mysuru,Cyber Crime,2024-05,3,4,24292,5,19,8,11,10,12.667,12.333,12.25,79,0.2405,19
3-4-2024-06,Mysuru,Cyber Crime,2024-06,3,4,24293,6,19,19,8,9,15.333,12.5,13.0,81,0.2346,14
3-4-2024-07,Mysuru,Cyber Crime,2024-07,3,4,24294,7,14,19,19,15,17.333,12.667,13.417,73,0.1918,10
3-4-2024-08,Mysuru,Cyber Crime,2024-08,3,4,24295,8,10,14,19,7,14.333,13.5,13.0,65,0.1538,10
3-4-2024-09,Mysuru,Cyber Crime,2024-09,3,4,24296,9,10,10,14,12,11.333,13.333,13.25,73,0.137,14
3-4-2024-10,Mysuru,Cyber Crime,2024-10,3,4,24297,10,14,10,10,20,11.333,14.333,13.417,73,0.1918,18
3-4-2024-11,Mysuru,Cyber Crime,2024-11,3,4,24298,11,18,14,10,18,14.0,14.167,13.25,106,0.1698,11
3-4-2024-12,Mysuru,Cyber Crime,2024-12,3,4,24299,12,11,18,14,13,14.333,12.833,12.667,119,0.0924,12
3-4-2025-01,Mysuru,Cyber Crime,2025-01,3,4,24300,1,12,11,18,5,13.667,12.5,12.583,84,0.1429,12
3-4-2025-02,Mysuru,Cyber Crime,2025-02,3,4,24301,2,12,12,11,11,11.667,12.833,13.167,59,0.2034,9
3-4-2025-03,Mysuru,Cyber Crime,2025-03,3,4,24302,3,9,12,12,8,11.0,12.667,13.0,58,0.1552,19
3-4-2025-04,Mysuru,Cyber Crime,2025-04,3,4,24303,4,19,9,12,19,13.333,13.5,13.917,87,0.2184,12
3-4-2025-05,Mysuru,Cyber Crime,2025-05,3,4,24304,5,12,19,9,19,13.333,12.5,13.333,76,0.1579,14
3-4-2025-06,Mysuru,Cyber Crime,2025-06,3,4,24305,6,14,12,19,14,15.0,13.0,12.917,70,0.2,10
3-4-2025-07,Mysuru,Cyber Crime,2025-07,3,4,24306,7,10,14,12,10,12.0,12.667,12.583,66,0.1515,18
3-4-2025-08,Mysuru,Cyber Crime,2025-08,3,4,24307,8,18,10,14,10,14.0,13.667,13.25,67,0.2687,13
3-4-2025-09,Mysuru,Cyber Crime,2025-09,3,4,24308,9,13,18,10,14,13.667,14.333,13.5,65,0.2,19
3-4-2025-10,Mysuru,Cyber Crime,2025-10,3,4,24309,10,19,13,18,18,16.667,14.333,13.917,65,0.2923,16
3-4-2025-11,Mysuru,Cyber Crime,2025-11,3,4,24310,11,16,19,13,11,16.0,15.0,13.75,110,0.1455,12
3-4-2025-12,Mysuru,Cyber Crime,2025-12,3,4,24311,12,12,16,19,12,15.667,14.667,13.833,109,0.1101,13
3-4-2026-01,Mysuru,Cyber Crime,2026-01,3,4,24312,1,13,12,16,12,13.667,15.167,13.917,84,0.1548,21
3-4-2026-02,Mysuru,Cyber Crime,2026-02,3,4,24313,2,21,13,12,9,15.333,15.667,14.667,141,0.1489,20
3-4-2026-03,Mysuru,Cyber Crime,2026-03,3,4,24314,3,20,21,13,19,18.0,16.833,15.583,115,0.1739,27
3-4-2026-04,Mysuru,Cyber Crime,2026-04,3,4,24315,4,27,20,21,12,22.667,18.167,16.25,159,0.1698,16
3-4-2026-05,Mysuru,Cyber Crime,2026-05,3,4,24316,5,16,27,20,14,21.0,18.167,16.583,152,0.1053,23
3-4-2026-06,Mysuru,Cyber Crime,2026-06,3,4,24317,6,23,16,27,10,22.0,20.0,17.333,141,0.1631,19
3-5-2024-02,Mysuru,Economic Offences,2024-02,3,5,24289,2,5,5,8,5,6.0,6.833,5.833,74,0.0676,5
3-5-2024-03,Mysuru,Economic Offences,2024-03,3,5,24290,3,5,5,5,5,5.0,6.5,5.833,65,0.0769,5
3-5-2024-04,Mysuru,Economic Offences,2024-04,3,5,24291,4,5,5,5,5,5.0,6.5,5.833,64,0.0781,5
3-5-2024-05,Mysuru,Economic Offences,2024-05,3,5,24292,5,5,5,5,6,5.0,5.5,5.833,79,0.0633,9
3-5-2024-06,Mysuru,Economic Offences,2024-06,3,5,24293,6,9,5,5,5,6.333,5.667,6.083,81,0.1111,4
3-5-2024-07,Mysuru,Economic Offences,2024-07,3,5,24294,7,4,9,5,3,6.0,5.5,6.0,73,0.0548,5
3-5-2024-08,Mysuru,Economic Offences,2024-08,3,5,24295,8,5,4,9,7,6.0,5.5,6.167,65,0.0769,5
3-5-2024-09,Mysuru,Economic Offences,2024-09,3,5,24296,9,5,5,4,5,4.667,5.5,6.0,73,0.0685,5
3-5-2024-10,Mysuru,Economic Offences,2024-10,3,5,24297,10,5,5,5,11,5.0,5.5,6.0,73,0.0685,6
3-5-2024-11,Mysuru,Economic Offences,2024-11,3,5,24298,11,6,5,5,8,5.333,5.667,5.583,106,0.0566,7
3-5-2024-12,Mysuru,Economic Offences,2024-12,3,5,24299,12,7,6,5,5,6.0,5.333,5.5,119,0.0588,9
3-5-2025-01,Mysuru,Economic Offences,2025-01,3,5,24300,1,9,7,6,5,7.333,6.167,5.833,84,0.1071,5
3-5-2025-02,Mysuru,Economic Offences,2025-02,3,5,24301,2,5,9,7,5,7.0,6.167,5.833,59,0.0847,3
3-5-2025-03,Mysuru,Economic Offences,2025-03,3,5,24302,3,3,5,9,5,5.667,5.833,5.667,58,0.0517,5
3-5-2025-04,Mysuru,Economic Offences,2025-04,3,5,24303,4,5,3,5,5,4.333,5.833,5.667,87,0.0575,6
3-5-2025-05,Mysuru,Economic Offences,2025-05,3,5,24304,5,6,5,3,9,4.667,5.833,5.75,76,0.0789,7
3-5-2025-06,Mysuru,Economic Offences,2025-06,3,5,24305,6,7,6,5,4,6.0,5.833,5.583,70,0.1,6
3-5-2025-07,Mysuru,Economic Offences,2025-07,3,5,24306,7,6,7,6,5,6.333,5.333,5.75,66,0.0909,7
3-5-2025-08,Mysuru,Economic Offences,2025-08,3,5,24307,8,7,6,7,5,6.667,5.667,5.917,67,0.1045,4
3-5-2025-09,Mysuru,Economic Offences,2025-09,3,5,24308,9,4,7,6,5,5.667,5.833,5.833,65,0.0615,4
3-5-2025-10,Mysuru,Economic Offences,2025-10,3,5,24309,10,4,4,7,6,5.0,5.667,5.75,65,0.0615,2
3-5-2025-11,Mysuru,Economic Offences,2025-11,3,5,24310,11,2,4,4,7,3.333,5.0,5.417,110,0.0182,5
3-5-2025-12,Mysuru,Economic Offences,2025-12,3,5,24311,12,5,2,4,9,3.667,4.667,5.25,109,0.0459,4
3-5-2026-01,Mysuru,Economic Offences,2026-01,3,5,24312,1,4,5,2,5,3.667,4.333,4.833,84,0.0476,6
3-5-2026-02,Mysuru,Economic Offences,2026-02,3,5,24313,2,6,4,5,3,5.0,4.167,4.917,141,0.0426,8
3-5-2026-03,Mysuru,Economic Offences,2026-03,3,5,24314,3,8,6,4,5,6.0,4.833,5.333,115,0.0696,13
3-5-2026-04,Mysuru,Economic Offences,2026-04,3,5,24315,4,13,8,6,6,9.0,6.333,6.0,159,0.0818,14
3-5-2026-05,Mysuru,Economic Offences,2026-05,3,5,24316,5,14,13,8,7,11.667,8.333,6.667,152,0.0921,12
3-5-2026-06,Mysuru,Economic Offences,2026-06,3,5,24317,6,12,14,13,6,13.0,9.5,7.083,141,0.0851,6
3-6-2024-02,Mysuru,NDPS,2024-02,3,6,24289,2,2,3,2,2,2.333,2.5,2.5,74,0.027,4
3-6-2024-03,Mysuru,NDPS,2024-03,3,6,24290,3,4,2,3,4,3.0,2.667,2.667,65,0.0615,2
3-6-2024-04,Mysuru,NDPS,2024-04,3,6,24291,4,2,4,2,4,2.667,2.5,2.5,64,0.0312,5
3-6-2024-05,Mysuru,NDPS,2024-05,3,6,24292,5,5,2,4,2,3.667,3.0,2.583,79,0.0633,4
3-6-2024-06,Mysuru,NDPS,2024-06,3,6,24293,6,4,5,2,3,3.667,3.333,2.75,81,0.0494,4
3-6-2024-07,Mysuru,NDPS,2024-07,3,6,24294,7,4,4,5,0,4.333,3.5,2.833,73,0.0548,4
3-6-2024-08,Mysuru,NDPS,2024-08,3,6,24295,8,4,4,4,3,4.0,3.833,3.167,65,0.0615,3
3-6-2024-09,Mysuru,NDPS,2024-09,3,6,24296,9,3,4,4,3,3.667,3.667,3.167,73,0.0411,4
3-6-2024-10,Mysuru,NDPS,2024-10,3,6,24297,10,4,3,4,2,3.667,4.0,3.25,73,0.0548,4
3-6-2024-11,Mysuru,NDPS,2024-11,3,6,24298,11,4,4,3,2,3.667,3.833,3.417,106,0.0377,2
3-6-2024-12,Mysuru,NDPS,2024-12,3,6,24299,12,2,4,4,3,3.333,3.5,3.417,119,0.0168,1
3-6-2025-01,Mysuru,NDPS,2025-01,3,6,24300,1,1,2,4,2,2.333,3.0,3.25,84,0.0119,3
3-6-2025-02,Mysuru,NDPS,2025-02,3,6,24301,2,3,1,2,4,2.0,2.833,3.333,59,0.0508,0
3-6-2025-03,Mysuru,NDPS,2025-03,3,6,24302,3,0,3,1,2,1.333,2.333,3.0,58,0.0,2
3-6-2025-04,Mysuru,NDPS,2025-04,3,6,24303,4,2,0,3,5,1.667,2.0,3.0,87,0.023,3
3-6-2025-05,Mysuru,NDPS,2025-05,3,6,24304,5,3,2,0,4,1.667,1.833,2.833,76,0.0395,4
3-6-2025-06,Mysuru,NDPS,2025-06,3,6,24305,6,4,3,2,4,3.0,2.167,2.833,70,0.0571,6
3-6-2025-07,Mysuru,NDPS,2025-07,3,6,24306,7,6,4,3,4,4.333,3.0,3.0,66,0.0909,1
3-6-2025-08,Mysuru,NDPS,2025-08,3,6,24307,8,1,6,4,3,3.667,2.667,2.75,67,0.0149,2
3-6-2025-09,Mysuru,NDPS,2025-09,3,6,24308,9,2,1,6,4,3.0,3.0,2.667,65,0.0308,1
3-6-2025-10,Mysuru,NDPS,2025-10,3,6,24309,10,1,2,1,4,1.333,2.833,2.417,65,0.0154,4
3-6-2025-11,Mysuru,NDPS,2025-11,3,6,24310,11,4,1,2,2,2.333,3.0,2.417,110,0.0364,4
3-6-2025-12,Mysuru,NDPS,2025-12,3,6,24311,12,4,4,1,1,3.0,3.0,2.583,109,0.0367,5
3-6-2026-01,Mysuru,NDPS,2026-01,3,6,24312,1,5,4,4,3,4.333,2.833,2.917,84,0.0595,6
3-6-2026-02,Mysuru,NDPS,2026-02,3,6,24313,2,6,5,4,0,5.0,3.667,3.167,141,0.0426,6
3-6-2026-03,Mysuru,NDPS,2026-03,3,6,24314,3,6,6,5,2,5.667,4.333,3.667,115,0.0522,5
3-6-2026-04,Mysuru,NDPS,2026-04,3,6,24315,4,5,6,6,3,5.667,5.0,3.917,159,0.0314,4
3-6-2026-05,Mysuru,NDPS,2026-05,3,6,24316,5,4,5,6,4,5.0,5.0,4.0,152,0.0263,2
3-6-2026-06,Mysuru,NDPS,2026-06,3,6,24317,6,2,4,5,6,3.667,4.667,3.833,141,0.0142,6
3-7-2024-02,Mysuru,Missing / UDR,2024-02,3,7,24289,2,2,2,3,7,2.333,3.0,3.5,74,0.027,4
3-7-2024-03,Mysuru,Missing / UDR,2024-03,3,7,24290,3,4,2,2,2,2.667,3.0,3.25,65,0.0615,3
3-7-2024-04,Mysuru,Missing / UDR,2024-04,3,7,24291,4,3,4,2,1,3.0,3.333,3.333,64,0.0469,3
3-7-2024-05,Mysuru,Missing / UDR,2024-05,3,7,24292,5,3,3,4,5,3.333,2.833,3.5,79,0.038,2
3-7-2024-06,Mysuru,Missing / UDR,2024-06,3,7,24293,6,2,3,3,2,2.667,2.667,3.25,81,0.0247,2
3-7-2024-07,Mysuru,Missing / UDR,2024-07,3,7,24294,7,2,2,3,7,2.333,2.667,3.25,73,0.0274,4
3-7-2024-08,Mysuru,Missing / UDR,2024-08,3,7,24295,8,4,2,2,4,2.667,3.0,3.0,65,0.0615,6
3-7-2024-09,Mysuru,Missing / UDR,2024-09,3,7,24296,9,6,4,2,1,4.0,3.333,3.167,73,0.0822,3
3-7-2024-10,Mysuru,Missing / UDR,2024-10,3,7,24297,10,3,6,4,6,4.333,3.333,3.333,73,0.0411,1
3-7-2024-11,Mysuru,Missing / UDR,2024-11,3,7,24298,11,1,3,6,3,3.333,3.0,2.917,106,0.0094,4
3-7-2024-12,Mysuru,Missing / UDR,2024-12,3,7,24299,12,4,1,3,2,2.667,3.333,3.0,119,0.0336,6
3-7-2025-01,Mysuru,Missing / UDR,2025-01,3,7,24300,1,6,4,1,2,3.667,4.0,3.333,84,0.0714,2
3-7-2025-02,Mysuru,Missing / UDR,2025-02,3,7,24301,2,2,6,4,4,4.0,3.667,3.333,59,0.0339,3
3-7-2025-03,Mysuru,Missing / UDR,2025-03,3,7,24302,3,3,2,6,3,3.667,3.167,3.25,58,0.0517,4
3-7-2025-04,Mysuru,Missing / UDR,2025-04,3,7,24303,4,4,3,2,3,3.0,3.333,3.333,87,0.046,10
3-7-2025-05,Mysuru,Missing / UDR,2025-05,3,7,24304,5,10,4,3,2,5.667,4.833,3.917,76,0.1316,2
3-7-2025-06,Mysuru,Missing / UDR,2025-06,3,7,24305,6,2,10,4,2,5.333,4.5,3.917,70,0.0286,1
3-7-2025-07,Mysuru,Missing / UDR,2025-07,3,7,24306,7,1,2,10,4,4.333,3.667,3.833,66,0.0152,3
3-7-2025-08,Mysuru,Missing / UDR,2025-08,3,7,24307,8,3,1,2,6,2.0,3.833,3.75,67,0.0448,2
3-7-2025-09,Mysuru,Missing / UDR,2025-09,3,7,24308,9,2,3,1,3,2.0,3.667,3.417,65,0.0308,4
3-7-2025-10,Mysuru,Missing / UDR,2025-10,3,7,24309,10,4,2,3,1,3.0,3.667,3.5,65,0.0615,5
3-7-2025-11,Mysuru,Missing / UDR,2025-11,3,7,24310,11,5,4,2,4,3.667,2.833,3.833,110,0.0455,3
3-7-2025-12,Mysuru,Missing / UDR,2025-12,3,7,24311,12,3,5,4,6,4.0,3.0,3.75,109,0.0275,5
3-7-2026-01,Mysuru,Missing / UDR,2026-01,3,7,24312,1,5,3,5,2,4.333,3.667,3.667,84,0.0595,4
3-7-2026-02,Mysuru,Missing / UDR,2026-02,3,7,24313,2,4,5,3,3,4.0,3.833,3.833,141,0.0284,5
3-7-2026-03,Mysuru,Missing / UDR,2026-03,3,7,24314,3,5,4,5,4,4.667,4.333,4.0,115,0.0435,9
3-7-2026-04,Mysuru,Missing / UDR,2026-04,3,7,24315,4,9,5,4,10,6.0,5.167,4.417,159,0.0566,9
3-7-2026-05,Mysuru,Missing / UDR,2026-05,3,7,24316,5,9,9,5,2,7.667,5.833,4.333,152,0.0592,10
3-7-2026-06,Mysuru,Missing / UDR,2026-06,3,7,24317,6,10,9,9,1,9.333,7.0,5.0,141,0.0709,5
3-8-2024-02,Mysuru,Traffic / PAR,2024-02,3,8,24289,2,6,2,2,3,3.333,3.0,2.917,74,0.0811,5
