prior_cases,days_since_last,span_days,rate_per_yr,n_districts,n_heads,heinous,target_women_365
1,105,105,1.0,1,1,0,0
1,135,135,1.0,1,1,0,0
1,165,165,1.0,1,1,0,0
1,195,195,1.0,1,1,0,0
1,225,225,1.0,1,1,0,0
2,0,255,2.0,1,2,0,0
2,30,285,2.0,1,2,0,0
2,60,315,2.0,1,2,0,0
2,90,345,2.0,1,2,0,0
2,120,375,1.948,1,2,0,0
1,76,76,1.0,1,1,1,0
1,106,106,1.0,1,1,1,0
1,136,136,1.0,1,1,1,0
1,166,166,1.0,1,1,1,0
2,0,196,2.0,1,2,1,0
2,30,226,2.0,1,2,1,0
2,60,256,2.0,1,2,1,0
2,90,286,2.0,1,2,1,0
2,120,316,2.0,1,2,1,0
2,150,346,2.0,1,2,1,0
2,180,376,1.9428,1,2,1,0
2,210,406,1.7993,1,2,1,0
2,240,436,1.6755,1,2,1,0
2,270,466,1.5676,1,2,1,0
2,300,496,1.4728,1,2,1,0
2,330,526,1.3888,1,2,1,0
2,360,556,1.3138,1,2,1,0
2,390,586,1.2466,1,2,1,0
2,420,616,1.1859,1,2,1,0
1,13,13,1.0,1,1,0,0
1,43,43,1.0,1,1,0,0
1,73,73,1.0,1,1,0,0
1,103,103,1.0,1,1,0,0
1,133,133,1.0,1,1,0,0
2,9,163,2.0,1,2,0,0
2,39,193,2.0,1,2,0,0
2,69,223,2.0,1,2,0,0
2,99,253,2.0,1,2,0,0
2,129,283,2.0,1,2,0,0
1,13,13,1.0,1,1,0,0
1,43,43,1.0,1,1,0,0
1,73,73,1.0,1,1,0,0
1,103,103,1.0,1,1,0,0
1,133,133,1.0,1,1,0,0
2,9,163,2.0,1,2,0,0
2,39,193,2.0,1,2,0,0
2,69,223,2.0,1,2,0,0
2,99,253,2.0,1,2,0,0
2,129,283,2.0,1,2,0,0
1,20,20,1.0,1,1,0,0
1,50,50,1.0,1,1,0,0
1,80,80,1.0,1,1,0,0
1,110,110,1.0,1,1,0,0
1,140,140,1.0,1,1,0,0
1,170,170,1.0,1,1,0,0
1,200,200,1.0,1,1,0,0
1,230,230,1.0,1,1,0,0
2,7,260,2.0,1,2,0,0
2,37,290,2.0,1,2,0,0
2,67,320,2.0,1,2,0,0
2,97,350,2.0,1,2,0,0
2,127,380,1.9224,1,2,0,0
2,157,410,1.7817,1,2,0,0
2,187,440,1.6602,1,2,0,0
2,217,470,1.5543,1,2,0,0
2,247,500,1.461,1,2,0,0
3,20,530,2.0675,1,3,1,0
3,50,560,1.9567,1,3,1,0
1,107,107,1.0,1,1,0,0
2,28,137,2.0,1,1,0,0
2,58,167,2.0,1,1,0,0
2,88,197,2.0,1,1,0,0
2,118,227,2.0,1,1,0,0
2,148,257,2.0,1,1,0,0
2,178,287,2.0,1,1,0,0
2,208,317,2.0,1,1,0,0
2,238,347,2.0,1,1,0,0
2,268,377,1.9377,1,1,0,0
2,298,407,1.7948,1,1,0,0
2,328,437,1.6716,1,1,0,0
2,358,467,1.5642,1,1,0,0
2,388,497,1.4698,1,1,0,0
2,418,527,1.3861,1,1,0,0
2,448,557,1.3115,1,1,0,0
2,478,587,1.2445,1,1,0,0
2,508,617,1.184,1,1,0,0
2,538,647,1.1291,1,1,0,0
2,140,231,2.0,1,1,0,0
2,170,261,2.0,1,1,0,0
2,200,291,2.0,1,1,0,0
2,230,321,2.0,1,1,0,0
2,260,351,2.0,1,1,0,0
2,290,381,1.9173,1,1,0,0
2,320,411,1.7774,1,1,0,0
2,350,441,1.6565,1,1,0,0
2,380,471,1.551,1,1,0,0
2,410,501,1.4581,1,1,0,0
2,440,531,1.3757,1,1,0,0
2,470,561,1.3021,1,1,0,0
2,500,591,1.236,1,1,0,0
2,530,621,1.1763,1,1,0,0
2,560,651,1.1221,1,1,0,0
2,590,681,1.0727,1,1,0,0
2,620,711,1.0274,1,1,0,0
2,650,741,0.9858,1,1,0,0
2,680,771,0.9475,1,1,0,0
1,11,11,1.0,1,1,0,0
1,41,41,1.0,1,1,0,0
1,71,71,1.0,1,1,0,0
1,101,101,1.0,1,1,0,0
1,131,131,1.0,1,1,0,0
2,13,161,2.0,1,1,0,0
2,43,191,2.0,1,1,0,0
2,73,221,2.0,1,1,0,0
2,103,251,2.0,1,1,0,0
2,133,281,2.0,1,1,0,0
2,163,311,2.0,1,1,0,0
2,193,341,2.0,1,1,0,0
3,26,371,2.9535,1,2,1,0
3,56,401,2.7325,1,2,1,0
3,86,431,2.5423,1,2,1,0
3,116,461,2.3769,1,2,1,0
1,11,11,1.0,1,1,0,0
1,41,41,1.0,1,1,0,0
1,71,71,1.0,1,1,0,0
1,101,101,1.0,1,1,0,0
1,131,131,1.0,1,1,0,0
2,13,161,2.0,1,1,0,0
2,43,191,2.0,1,1,0,0
2,73,221,2.0,1,1,0,0
2,103,251,2.0,1,1,0,0
2,133,281,2.0,1,1,0,0
2,163,311,2.0,1,1,0,0
2,193,341,2.0,1,1,0,0
3,26,371,2.9535,1,2,1,0
3,56,401,2.7325,1,2,1,0
3,86,431,2.5423,1,2,1,0
3,116,461,2.3769,1,2,1,0
1,5,5,1.0,1,1,1,0
1,35,35,1.0,1,1,1,0
2,7,65,2.0,1,1,1,0
2,37,95,2.0,1,1,1,0
2,67,125,2.0,1,1,1,0
2,97,155,2.0,1,1,1,0
2,127,185,2.0,1,1,1,0
2,157,215,2.0,1,1,1,0
2,187,245,2.0,1,1,1,0
2,217,275,2.0,1,1,1,0
2,247,305,2.0,1,1,1,0
2,277,335,2.0,1,1,1,0
2,307,365,2.0,1,1,1,0
2,337,395,1.8494,1,1,1,0
2,367,425,1.7188,1,1,1,0
2,397,455,1.6055,1,1,1,0
2,427,485,1.5062,1,1,1,0
2,457,515,1.4184,1,1,1,0
1,151,151,1.0,1,1,1,0
2,20,181,2.0,1,2,1,0
2,50,211,2.0,1,2,1,0
2,80,241,2.0,1,2,1,0
2,110,271,2.0,1,2,1,0
2,140,301,2.0,1,2,1,0
2,170,331,2.0,1,2,1,0
3,22,361,3.0,1,2,1,0
3,52,391,2.8024,1,2,1,0
3,82,421,2.6027,1,2,1,0
3,112,451,2.4296,1,2,1,0
3,142,481,2.2781,1,2,1,0
3,172,511,2.1443,1,2,1,0
3,202,541,2.0254,1,2,1,0
3,232,571,1.919,1,2,1,0
3,262,601,1.8232,1,2,1,0
3,292,631,1.7365,1,2,1,0
3,322,661,1.6577,1,2,1,0
3,352,691,1.5857,1,2,1,0
1,28,28,1.0,1,1,0,0
1,58,58,1.0,1,1,0,0
1,88,88,1.0,1,1,0,0
1,118,118,1.0,1,1,0,0
1,148,148,1.0,1,1,0,0
1,178,178,1.0,1,1,0,0
2,19,208,2.0,1,2,0,0
2,49,238,2.0,1,2,0,0
2,79,268,2.0,1,2,0,0
2,109,298,2.0,1,2,0,0
2,139,328,2.0,1,2,0,0
2,169,358,2.0,1,2,0,0
3,29,388,2.8241,1,2,1,0
3,59,418,2.6214,1,2,1,0
3,89,448,2.4459,1,2,1,0
1,85,85,1.0,1,1,0,0
2,27,115,2.0,1,2,0,0
2,57,145,2.0,1,2,0,0
2,87,175,2.0,1,2,0,0
2,117,205,2.0,1,2,0,0
2,147,235,2.0,1,2,0,0
3,27,265,3.0,1,3,0,0
3,57,295,3.0,1,3,0,0
3,87,325,3.0,1,3,0,0
3,117,355,3.0,1,3,0,0
3,147,385,2.8461,1,3,0,0
3,177,415,2.6404,1,3,0,0
3,207,445,2.4624,1,3,0,0
3,237,475,2.3068,1,3,0,0
3,267,505,2.1698,1,3,0,0
3,297,535,2.0481,1,3,0,0
3,327,565,1.9394,1,3,0,0
3,357,595,1.8416,1,3,0,0
3,387,625,1.7532,1,3,0,0
1,7,7,1.0,1,1,0,0
1,37,37,1.0,1,1,0,0
1,67,67,1.0,1,1,0,0
1,97,97,1.0,1,1,0,0
1,127,127,1.0,1,1,0,0
1,157,157,1.0,1,1,0,0
1,187,187,1.0,1,1,0,0
2,28,217,2.0,1,2,0,0
2,58,247,2.0,1,2,0,0
2,88,277,2.0,1,2,0,0
3,11,307,3.0,1,2,0,0
3,41,337,3.0,1,2,0,0
3,71,367,2.9857,1,2,0,0
3,101,397,2.7601,1,2,0,0
3,131,427,2.5662,1,2,0,0
3,161,457,2.3977,1,2,0,0
3,191,487,2.25,1,2,0,0
3,221,517,2.1194,1,2,0,0
3,251,547,2.0032,1,2,0,0
2,18,141,2.0,1,1,0,0
2,48,171,2.0,1,1,0,0
2,78,201,2.0,1,1,0,0
2,108,231,2.0,1,1,0,0
3,6,261,3.0,1,1,1,0
3,36,291,3.0,1,1,1,0
3,66,321,3.0,1,1,1,0
3,96,351,3.0,1,1,1,0
3,126,381,2.876,1,1,1,0
3,156,411,2.6661,1,1,1,0
4,11,441,3.3129,1,2,1,0
4,41,471,3.1019,1,2,1,0
4,71,501,2.9162,1,2,1,0
4,101,531,2.7514,1,2,1,0
4,131,561,2.6043,1,2,1,0
4,161,591,2.4721,1,2,1,0
4,191,621,2.3527,1,2,1,0
4,221,651,2.2442,1,2,1,0
4,251,681,2.1454,1,2,1,0
1,59,59,1.0,1,1,0,0
1,89,89,1.0,1,1,0,0
1,119,119,1.0,1,1,0,0
1,149,149,1.0,1,1,0,0
2,8,179,2.0,1,1,0,0
2,38,209,2.0,1,1,0,0
2,68,239,2.0,1,1,0,0
2,98,269,2.0,1,1,0,0
2,128,299,2.0,1,1,0,0
3,17,329,3.0,1,2,0,0
3,47,359,3.0,1,2,0,0
3,77,389,2.8168,1,2,0,0
3,107,419,2.6152,1,2,0,0
3,137,449,2.4404,1,2,0,0
3,167,479,2.2876,1,2,0,0
3,197,509,2.1528,1,2,0,0
3,227,539,2.0329,1,2,0,0
3,257,569,1.9257,1,2,0,0
3,287,599,1.8293,1,2,0,0
1,59,59,1.0,1,1,0,0
1,89,89,1.0,1,1,0,0
1,119,119,1.0,1,1,0,0
1,149,149,1.0,1,1,0,0
2,8,179,2.0,1,1,0,0
2,38,209,2.0,1,1,0,0
2,68,239,2.0,1,1,0,0
2,98,269,2.0,1,1,0,0
2,128,299,2.0,1,1,0,0
3,17,329,3.0,1,2,0,0
3,47,359,3.0,1,2,0,0
3,77,389,2.8168,1,2,0,0
3,107,419,2.6152,1,2,0,0
3,137,449,2.4404,1,2,0,0
3,167,479,2.2876,1,2,0,0
3,197,509,2.1528,1,2,0,0
3,227,539,2.0329,1,2,0,0
3,257,569,1.9257,1,2,0,0
3,287,599,1.8293,1,2,0,0
1,6,6,1.0,1,1,0,0
1,36,36,1.0,1,1,0,0
1,66,66,1.0,1,1,0,0
1,96,96,1.0,1,1,0,0
2,25,126,2.0,1,2,0,0
2,55,156,2.0,1,2,0,0
2,85,186,2.0,1,2,0,0
2,115,216,2.0,1,2,0,0
2,145,246,2.0,1,2,0,0
2,175,276,2.0,1,2,0,0
2,205,306,2.0,1,2,0,0
2,235,336,2.0,1,2,0,0
2,265,366,1.9959,1,2,0,0
2,295,396,1.8447,1,2,0,0
2,325,426,1.7148,1,2,0,0
2,355,456,1.602,1,2,0,0
2,385,486,1.5031,1,2,0,0
1,6,6,1.0,1,1,0,0
1,36,36,1.0,1,1,0,0
1,66,66,1.0,1,1,0,0
1,96,96,1.0,1,1,0,0
1,126,126,1.0,1,1,0,0
2,14,156,2.0,1,2,0,0
2,44,186,2.0,1,2,0,0
3,6,216,3.0,1,3,0,0
3,36,246,3.0,1,3,0,0
3,66,276,3.0,1,3,0,0
3,96,306,3.0,1,3,0,0
3,126,336,3.0,1,3,0,0
3,156,366,2.9939,1,3,0,0
1,6,6,1.0,1,1,0,0
1,36,36,1.0,1,1,0,0
1,66,66,1.0,1,1,0,0
1,96,96,1.0,1,1,0,0
1,126,126,1.0,1,1,0,0
2,14,156,2.0,1,2,0,0
2,44,186,2.0,1,2,0,0
3,6,216,3.0,1,3,0,0
3,36,246,3.0,1,3,0,0
3,66,276,3.0,1,3,0,0
3,96,306,3.0,1,3,0,0
3,126,336,3.0,1,3,0,0
3,156,366,2.9939,1,3,0,0
1,7,7,1.0,1,1,0,0
1,37,37,1.0,1,1,0,0
1,67,67,1.0,1,1,0,0
1,97,97,1.0,1,1,0,0
1,127,127,1.0,1,1,0,0
1,157,157,1.0,1,1,0,0
2,4,187,2.0,1,1,0,0
2,34,217,2.0,1,1,0,0
2,64,247,2.0,1,1,0,0
2,94,277,2.0,1,1,0,0
2,124,307,2.0,1,1,0,0
2,154,337,2.0,1,1,0,0
2,184,367,1.9905,1,1,0,0
2,214,397,1.8401,1,1,0,0
2,244,427,1.7108,1,1,0,0
2,274,457,1.5985,1,1,0,0
2,304,487,1.5,1,1,0,0
2,334,517,1.413,1,1,0,0
1,10,10,1.0,1,1,0,0
1,40,40,1.0,1,1,0,0
1,70,70,1.0,1,1,0,0
1,100,100,1.0,1,1,0,0
1,130,130,1.0,1,1,0,0
1,160,160,1.0,1,1,0,0
1,190,190,1.0,1,1,0,0
1,220,220,1.0,1,1,0,0
1,250,250,1.0,1,1,0,0
2,2,280,2.0,1,2,0,0
2,32,310,2.0,1,2,0,0
2,62,340,2.0,1,2,0,0
3,21,370,2.9615,1,2,0,0
3,51,400,2.7394,1,2,0,0
3,81,430,2.5483,1,2,0,0
3,111,460,2.3821,1,2,0,0
3,141,490,2.2362,1,2,0,0
3,171,520,2.1072,1,2,0,0
3,201,550,1.9923,1,2,0,0
2,12,94,2.0,1,2,1,0
2,42,124,2.0,1,2,1,0
2,72,154,2.0,1,2,1,0
2,102,184,2.0,1,2,1,0
2,132,214,2.0,1,2,1,0
2,162,244,2.0,1,2,1,0
3,21,274,3.0,1,3,1,0
3,51,304,3.0,1,3,1,0
3,81,334,3.0,1,3,1,0
3,111,364,3.0,1,3,1,0
3,141,394,2.7811,1,3,1,0
3,171,424,2.5843,1,3,1,0
3,201,454,2.4135,1,3,1,0
3,231,484,2.2639,1,3,1,0
3,261,514,2.1318,1,3,1,0
3,291,544,2.0142,1,3,1,0
3,321,574,1.909,1,3,1,0
3,351,604,1.8142,1,3,1,0
3,381,634,1.7283,1,3,1,0
1,84,84,1.0,1,1,0,0
1,114,114,1.0,1,1,0,0
2,11,144,2.0,1,2,0,0
2,41,174,2.0,1,2,0,0
2,71,204,2.0,1,2,0,0
3,7,234,3.0,1,2,1,0
3,37,264,3.0,1,2,1,0
3,67,294,3.0,1,2,1,0
3,97,324,3.0,1,2,1,0
4,0,354,4.0,1,2,2,0
4,30,384,3.8047,1,2,2,0
4,60,414,3.529,1,2,2,0
4,90,444,3.2905,1,2,2,0
5,22,474,3.8528,1,3,2,0
5,52,504,3.6235,1,3,2,0
5,82,534,3.4199,1,3,2,0
5,112,564,3.238,1,3,2,0
5,142,594,3.0745,1,3,2,0
5,172,624,2.9267,1,3,2,0
1,84,84,1.0,1,1,0,0
1,114,114,1.0,1,1,0,0
2,11,144,2.0,1,2,0,0
2,41,174,2.0,1,2,0,0
2,71,204,2.0,1,2,0,0
3,7,234,3.0,1,2,1,0
3,37,264,3.0,1,2,1,0
3,67,294,3.0,1,2,1,0
3,97,324,3.0,1,2,1,0
4,0,354,4.0,1,2,2,0
4,30,384,3.8047,1,2,2,0
4,60,414,3.529,1,2,2,0
4,90,444,3.2905,1,2,2,0
4,120,474,3.0823,1,2,2,0
4,150,504,2.8988,1,2,2,0
4,180,534,2.736,1,2,2,0
4,210,564,2.5904,1,2,2,0
4,240,594,2.4596,1,2,2,0
4,270,624,2.3413,1,2,2,0
1,18,18,1.0,1,1,0,0
1,48,48,1.0,1,1,0,0
1,78,78,1.0,1,1,0,0
2,7,108,2.0,1,1,0,0
2,37,138,2.0,1,1,0,0
2,67,168,2.0,1,1,0,0
2,97,198,2.0,1,1,0,0
2,127,228,2.0,1,1,0,0
2,157,258,2.0,1,1,0,0
2,187,288,2.0,1,1,0,0
3,29,318,3.0,1,2,0,0
3,59,348,3.0,1,2,0,0
3,89,378,2.8988,1,2,0,0
3,119,408,2.6857,1,2,0,0
3,149,438,2.5017,1,2,0,0
3,179,468,2.3413,1,2,0,0
3,209,498,2.2003,1,2,0,0
3,239,528,2.0753,1,2,0,0
3,269,558,1.9637,1,2,0,0
1,21,21,1.0,1,1,0,0
1,51,51,1.0,1,1,0,0
1,81,81,1.0,1,1,0,0
1,111,111,1.0,1,1,0,0
1,141,141,1.0,1,1,0,0
1,171,171,1.0,1,1,0,0
1,201,201,1.0,1,1,0,0
1,231,231,1.0,1,1,0,0
1,261,261,1.0,1,1,0,0
2,23,291,2.0,1,2,0,0
2,53,321,2.0,1,2,0,0
3,8,351,3.0,1,3,0,0
3,38,381,2.876,1,3,0,0
3,68,411,2.6661,1,3,0,0
3,98,441,2.4847,1,3,0,0
3,128,471,2.3264,1,3,0,0
2,151,217,2.0,1,2,1,0
2,181,247,2.0,1,2,1,0
2,211,277,2.0,1,2,1,0
2,241,307,2.0,1,2,1,0
2,271,337,2.0,1,2,1,0
2,301,367,1.9905,1,2,1,0
2,331,397,1.8401,1,2,1,0
2,361,427,1.7108,1,2,1,0
2,391,457,1.5985,1,2,1,0
2,421,487,1.5,1,2,1,0
2,451,517,1.413,1,2,1,0
2,481,547,1.3355,1,2,1,0
2,511,577,1.266,1,2,1,0
2,541,607,1.2035,1,2,1,0
2,571,637,1.1468,1,2,1,0
2,601,667,1.0952,1,2,1,0
2,631,697,1.0481,1,2,1,0
2,661,727,1.0048,1,2,1,0
2,691,757,0.965,1,2,1,0
1,29,29,1.0,1,1,0,0
1,59,59,1.0,1,1,0,0
1,89,89,1.0,1,1,0,0
1,119,119,1.0,1,1,0,0
1,149,149,1.0,1,1,0,0
1,179,179,1.0,1,1,0,0
2,11,209,2.0,1,2,0,0
2,41,239,2.0,1,2,0,0
2,71,269,2.0,1,2,0,0
2,101,299,2.0,1,2,0,0
2,131,329,2.0,1,2,0,0
3,28,359,3.0,1,3,0,0
3,58,389,2.8168,1,3,0,0
4,17,419,3.4869,1,4,0,0
4,47,449,3.2539,1,4,0,0
4,77,479,3.0501,1,4,0,0
1,29,29,1.0,1,1,0,0
1,59,59,1.0,1,1,0,0
1,89,89,1.0,1,1,0,0
1,119,119,1.0,1,1,0,0
1,149,149,1.0,1,1,0,0
1,179,179,1.0,1,1,0,0
2,11,209,2.0,1,2,0,0
2,41,239,2.0,1,2,0,0
2,71,269,2.0,1,2,0,0
2,101,299,2.0,1,2,0,0
2,131,329,2.0,1,2,0,0
3,28,359,3.0,1,3,0,0
3,58,389,2.8168,1,3,0,0
4,17,419,3.4869,1,4,0,0
4,47,449,3.2539,1,4,0,0
4,77,479,3.0501,1,4,0,0
2,21,237,2.0,1,2,0,0
2,51,267,2.0,1,2,0,0
2,81,297,2.0,1,2,0,0
2,111,327,2.0,1,2,0,0
2,141,357,2.0,1,2,0,0
2,171,387,1.8876,1,2,0,0
2,201,417,1.7518,1,2,0,0
2,231,447,1.6342,1,2,0,0
3,5,477,2.2972,1,3,0,0
3,35,507,2.1612,1,3,0,0
3,65,537,2.0405,1,3,0,0
3,95,567,1.9325,1,3,0,0
3,125,597,1.8354,1,3,0,0
3,155,627,1.7476,1,3,0,0
3,185,657,1.6678,1,3,0,0
3,215,687,1.595,1,3,0,0
3,245,717,1.5282,1,3,0,0
3,275,747,1.4669,1,3,0,0
3,305,777,1.4102,1,3,0,0
1,49,49,1.0,1,1,0,0
1,79,79,1.0,1,1,0,0
1,109,109,1.0,1,1,0,0
1,139,139,1.0,1,1,0,0
1,169,169,1.0,1,1,0,0
1,199,199,1.0,1,1,0,0
1,229,229,1.0,1,1,0,0
2,15,259,2.0,1,1,0,0
2,45,289,2.0,1,1,0,0
2,75,319,2.0,1,1,0,0
2,105,349,2.0,1,1,0,0
2,135,379,1.9274,1,1,0,0
3,8,409,2.6791,1,2,0,0
3,38,439,2.496,1,2,0,0
3,68,469,2.3364,1,2,0,0
3,98,499,2.1959,1,2,0,0
3,128,529,2.0714,1,2,0,0
3,158,559,1.9602,1,2,0,0
3,188,589,1.8604,1,2,0,0
1,0,0,1.0,1,1,0,0
1,30,30,1.0,1,1,0,0
1,60,60,1.0,1,1,0,0
1,90,90,1.0,1,1,0,0
1,120,120,1.0,1,1,0,0
1,150,150,1.0,1,1,0,0
1,180,180,1.0,1,1,0,0
2,19,210,2.0,1,2,0,0
2,49,240,2.0,1,2,0,0
2,79,270,2.0,1,2,0,0
2,109,300,2.0,1,2,0,0
2,139,330,2.0,1,2,0,0
2,169,360,2.0,1,2,0,0
2,199,390,1.8731,1,2,0,0
2,229,420,1.7393,1,2,0,0
3,14,450,2.435,1,2,0,0
1,0,0,1.0,1,1,0,0
1,30,30,1.0,1,1,0,0
1,60,60,1.0,1,1,0,0
1,90,90,1.0,1,1,0,0
1,120,120,1.0,1,1,0,0
1,150,150,1.0,1,1,0,0
1,180,180,1.0,1,1,0,0
2,19,210,2.0,1,2,0,0
2,49,240,2.0,1,2,0,0
2,79,270,2.0,1,2,0,0
2,109,300,2.0,1,2,0,0
2,139,330,2.0,1,2,0,0
2,169,360,2.0,1,2,0,0
2,199,390,1.8731,1,2,0,0
2,229,420,1.7393,1,2,0,0
3,14,450,2.435,1,2,0,0
1,27,27,1.0,1,1,0,0
1,57,57,1.0,1,1,0,0
1,87,87,1.0,1,1,0,0
1,117,117,1.0,1,1,0,0
1,147,147,1.0,1,1,0,0
1,177,177,1.0,1,1,0,0
2,2,207,2.0,1,2,0,0
2,32,237,2.0,1,2,0,0
2,62,267,2.0,1,2,0,0
2,92,297,2.0,1,2,0,0
3,5,327,3.0,1,3,0,0
3,35,357,3.0,1,3,0,0
2,67,165,2.0,1,2,0,0
2,97,195,2.0,1,2,0,0
2,127,225,2.0,1,2,0,0
2,157,255,2.0,1,2,0,0
2,187,285,2.0,1,2,0,0
2,217,315,2.0,1,2,0,0
2,247,345,2.0,1,2,0,0
2,277,375,1.948,1,2,0,0
2,307,405,1.8037,1,2,0,0
2,337,435,1.6793,1,2,0,0
2,367,465,1.571,1,2,0,0
2,397,495,1.4758,1,2,0,0
2,427,525,1.3914,1,2,0,0
2,457,555,1.3162,1,2,0,0
2,487,585,1.2487,1,2,0,0
2,517,615,1.1878,1,2,0,0
2,547,645,1.1326,1,2,0,0
2,577,675,1.0822,1,2,0,0
2,607,705,1.0362,1,2,0,0
1,179,179,1.0,1,1,0,0
2,10,209,2.0,1,1,0,0
2,40,239,2.0,1,1,0,0
2,70,269,2.0,1,1,0,0
2,100,299,2.0,1,1,0,0
2,130,329,2.0,1,1,0,0
2,160,359,2.0,1,1,0,0
2,190,389,1.8779,1,1,0,0
3,12,419,2.6152,1,2,0,0
3,42,449,2.4404,1,2,0,0
3,72,479,2.2876,1,2,0,0
3,102,509,2.1528,1,2,0,0
3,132,539,2.0329,1,2,0,0
3,162,569,1.9257,1,2,0,0
3,192,599,1.8293,1,2,0,0
3,222,629,1.7421,1,2,0,0
3,252,659,1.6627,1,2,0,0
3,282,689,1.5903,1,2,0,0
3,312,719,1.524,1,2,0,0
1,43,43,1.0,1,1,0,0
1,73,73,1.0,1,1,0,0
1,103,103,1.0,1,1,0,0
1,133,133,1.0,1,1,0,0
1,163,163,1.0,1,1,0,0
2,12,193,2.0,1,1,0,0
2,42,223,2.0,1,1,0,0
2,72,253,2.0,1,1,0,0
2,102,283,2.0,1,1,0,0
2,132,313,2.0,1,1,0,0
2,162,343,2.0,1,1,0,0
2,192,373,1.9584,1,1,0,0
3,15,403,2.719,1,1,0,0
3,45,433,2.5306,1,1,0,0
3,75,463,2.3666,1,1,0,0
3,105,493,2.2226,1,1,0,0
3,135,523,2.0951,1,1,0,0
3,165,553,1.9815,1,1,0,0
3,195,583,1.8795,1,1,0,0
1,26,26,1.0,1,1,0,0
1,56,56,1.0,1,1,0,0
1,86,86,1.0,1,1,0,0
2,11,116,2.0,1,1,0,0
2,41,146,2.0,1,1,0,0
2,71,176,2.0,1,1,0,0
2,101,206,2.0,1,1,0,0
2,131,236,2.0,1,1,0,0
2,161,266,2.0,1,1,0,0
2,191,296,2.0,1,1,0,0
2,221,326,2.0,1,1,0,0
2,251,356,2.0,1,1,0,0
2,281,386,1.8925,1,1,0,0
2,311,416,1.756,1,1,0,0
2,341,446,1.6379,1,1,0,0
2,371,476,1.5347,1,1,0,0
2,401,506,1.4437,1,1,0,0
2,431,536,1.3629,1,1,0,0
2,461,566,1.2906,1,1,0,0
1,26,26,1.0,1,1,0,0
1,56,56,1.0,1,1,0,0
1,86,86,1.0,1,1,0,0
2,11,116,2.0,1,1,0,0
2,41,146,2.0,1,1,0,0
2,71,176,2.0,1,1,0,0
2,101,206,2.0,1,1,0,0
2,131,236,2.0,1,1,0,0
2,161,266,2.0,1,1,0,0
2,191,296,2.0,1,1,0,0
2,221,326,2.0,1,1,0,0
2,251,356,2.0,1,1,0,0
2,281,386,1.8925,1,1,0,0
2,311,416,1.756,1,1,0,0
2,341,446,1.6379,1,1,0,0
2,371,476,1.5347,1,1,0,0
2,401,506,1.4437,1,1,0,0
2,431,536,1.3629,1,1,0,0
2,461,566,1.2906,1,1,0,0
1,119,119,1.0,1,1,0,0
2,16,149,2.0,1,1,0,0
2,46,179,2.0,1,1,0,0
2,76,209,2.0,1,1,0,0
3,22,239,3.0,1,1,0,0
3,52,269,3.0,1,1,0,0
3,82,299,3.0,1,1,0,0
3,112,329,3.0,1,1,0,0
3,142,359,3.0,1,1,0,0
3,172,389,2.8168,1,1,0,0
3,202,419,2.6152,1,1,0,0
4,18,449,3.2539,1,1,1,0
4,48,479,3.0501,1,1,1,0
4,78,509,2.8703,1,1,1,0
4,108,539,2.7106,1,1,1,0
4,138,569,2.5677,1,1,1,0
5,18,599,3.0488,1,2,1,0
5,48,629,2.9034,1,2,1,0
5,78,659,2.7712,1,2,1,0
1,119,119,1.0,1,1,0,0
1,149,149,1.0,1,1,0,0
1,179,179,1.0,1,1,0,0
1,209,209,1.0,1,1,0,0
2,22,239,2.0,1,1,0,0
2,52,269,2.0,1,1,0,0
2,82,299,2.0,1,1,0,0
2,112,329,2.0,1,1,0,0
2,142,359,2.0,1,1,0,0
2,172,389,1.8779,1,1,0,0
2,202,419,1.7434,1,1,0,0
2,232,449,1.6269,1,1,0,0
2,262,479,1.5251,1,1,0,0
2,292,509,1.4352,1,1,0,0
2,322,539,1.3553,1,1,0,0
2,352,569,1.2838,1,1,0,0
3,18,599,1.8293,1,2,0,0
3,48,629,1.7421,1,2,0,0
3,78,659,1.6627,1,2,0,0
1,25,25,1.0,1,1,0,0
1,55,55,1.0,1,1,0,0
1,85,85,1.0,1,1,0,0
1,115,115,1.0,1,1,0,0
1,145,145,1.0,1,1,0,0
1,175,175,1.0,1,1,0,0
2,1,205,2.0,1,1,0,0
2,31,235,2.0,1,1,0,0
2,61,265,2.0,1,1,0,0
2,91,295,2.0,1,1,0,0
2,121,325,2.0,1,1,0,0
2,151,355,2.0,1,1,0,0
2,181,385,1.8974,1,1,0,0
2,211,415,1.7602,1,1,0,0
2,241,445,1.6416,1,1,0,0
2,271,475,1.5379,1,1,0,0
2,301,505,1.4465,1,1,0,0
2,23,142,2.0,1,2,0,0
2,53,172,2.0,1,2,0,0
2,83,202,2.0,1,2,0,0
2,113,232,2.0,1,2,0,0
2,143,262,2.0,1,2,0,0
2,173,292,2.0,1,2,0,0
2,203,322,2.0,1,2,0,0
2,233,352,2.0,1,2,0,0
2,263,382,1.9123,1,2,0,0
2,293,412,1.7731,1,2,0,0
2,323,442,1.6527,1,2,0,0
2,353,472,1.5477,1,2,0,0
2,383,502,1.4552,1,2,0,0
2,413,532,1.3731,1,2,0,0
2,443,562,1.2998,1,2,0,0
2,473,592,1.234,1,2,0,0
2,503,622,1.1744,1,2,0,0
2,533,652,1.1204,1,2,0,0
2,563,682,1.0711,1,2,0,0
2,23,142,2.0,1,2,0,0
