row_key,district_id,crime_head_id,month_index,month_of_year,lag_1,lag_2,lag_3,lag_12,roll_3,roll_6,roll_12,district_lag_1,head_share,std_6,std_12,accel_3_12,accel_1_12,head_state_lag_1,head_state_roll_3,state_lag_1,state_roll_3,head_state_share,district_roll_3,district_accel,detected_share_lag_1,detected_roll_6,population_m,literacy_pct,urban_pct,pop_density_k,days_in_month,target_spike
5-3-2025-01,5,3,24300,1,5,7,5,5,5.667,4.5,3.917,54,0.0926,1.607,1.498,1.4468,1.2766,91,103.0,1290,1578.33,0.0705,72.33,0.914,0.2,2.83,5.592,73.5,25.1,0.417,31,0
5-3-2025-02,5,3,24301,2,4,5,7,3,5.333,4.833,3.833,50,0.08,1.213,1.462,1.3913,1.0435,90,99.0,1210,1414.67,0.0744,63.33,0.8596,0.5,2.83,5.592,73.5,25.1,0.417,28,1
5-3-2025-03,5,3,24302,3,8,4,5,4,5.667,5.333,4.25,49,0.1633,1.7,1.831,1.3333,1.8824,86,89.0,1077,1192.33,0.0799,51.0,0.8424,0.375,2.67,5.592,73.5,25.1,0.417,31,0
5-3-2025-04,5,3,24303,4,4,8,4,2,5.333,5.5,4.25,60,0.0667,1.5,1.831,1.2549,0.9412,109,95.0,1168,1151.67,0.0933,53.0,1.0213,0.25,2.5,5.592,73.5,25.1,0.417,30,0
5-3-2025-08,5,3,24307,8,6,6,4,5,5.333,5.0,4.917,49,0.1224,1.915,1.605,1.0847,1.2203,88,87.0,1190,1189.0,0.0739,54.33,0.8352,0.5,1.83,5.592,73.5,25.1,0.417,31,0
5-3-2025-09,5,3,24308,9,6,6,6,3,6.0,4.667,5.0,61,0.0984,1.491,1.633,1.2,1.2,115,95.33,1214,1197.0,0.0947,57.0,1.0354,0.1667,1.5,5.592,73.5,25.1,0.417,30,0
5-3-2026-02,5,3,24313,2,7,7,3,8,5.667,4.333,4.667,95,0.0737,2.427,2.211,1.2143,1.5,200,128.33,2265,1748.67,0.0883,83.33,1.4902,0.4286,1.83,5.592,73.5,25.1,0.417,28,1
5-3-2026-03,5,3,24314,3,9,7,7,4,7.667,4.833,4.75,95,0.0947,2.967,2.35,1.614,1.8947,164,156.0,2094,1881.0,0.0783,88.33,1.4057,0.5556,2.5,5.592,73.5,25.1,0.417,31,0
5-3-2026-04,5,3,24315,4,7,9,7,2,7.667,5.833,5.0,118,0.0593,2.478,2.415,1.5333,1.4,191,185.0,2455,2271.33,0.0778,102.67,1.6295,0.4286,2.83,5.592,73.5,25.1,0.417,30,0
5-3-2026-05,5,3,24316,5,7,7,9,4,7.667,6.667,5.417,108,0.0648,1.795,2.29,1.4154,1.2923,193,182.67,2324,2291.0,0.083,107.0,1.395,0.1429,3.0,5.592,73.5,25.1,0.417,31,0
5-3-2026-06,5,3,24317,6,6,7,7,6,6.667,7.167,5.583,90,0.0667,0.898,2.253,1.194,1.0746,180,188.0,2456,2411.67,0.0733,105.33,1.118,0.5,3.0,5.592,73.5,25.1,0.417,30,0
5-4-2024-02,5,4,24289,2,12,13,11,8,12.0,13.0,11.167,61,0.1967,2.082,2.64,1.0746,1.0746,220,220.33,1240,1432.33,0.1774,68.33,0.9919,0.5833,6.67,5.592,73.5,25.1,0.417,28,0
5-4-2024-03,5,4,24290,3,11,12,13,11,12.0,13.0,11.417,49,0.2245,2.082,2.465,1.0511,0.9635,236,228.0,1148,1225.0,0.2056,57.0,0.7978,0.3636,6.5,5.592,73.5,25.1,0.417,31,0
5-4-2024-04,5,4,24291,4,13,11,12,8,12.0,12.833,11.583,53,0.2453,2.034,2.499,1.036,1.1223,210,222.0,1171,1186.33,0.1793,54.33,0.8641,0.4615,6.5,5.592,73.5,25.1,0.417,30,0
5-4-2024-05,5,4,24292,5,12,13,11,11,12.0,12.0,11.917,51,0.2353,0.816,2.253,1.007,1.007,214,220.0,1175,1164.67,0.1821,51.0,0.8418,0.5833,6.17,5.592,73.5,25.1,0.417,31,0
5-4-2024-06,5,4,24293,6,9,12,13,11,11.333,11.667,11.75,53,0.1698,1.374,2.385,0.9645,0.766,244,222.67,1270,1205.33,0.1921,52.33,0.8833,0.4444,5.67,5.592,73.5,25.1,0.417,30,0
5-4-2024-07,5,4,24294,7,9,9,12,7,10.0,11.0,11.583,51,0.1765,1.528,2.499,0.8633,0.777,214,224.0,1177,1207.33,0.1818,51.67,0.8536,0.5556,5.5,5.592,73.5,25.1,0.417,31,0
5-4-2024-08,5,4,24295,8,8,9,9,11,8.667,10.333,11.667,57,0.1404,1.795,2.357,0.7429,0.6857,189,215.67,1103,1183.33,0.1714,53.67,0.9566,0.75,5.33,5.592,73.5,25.1,0.417,31,0
5-4-2024-09,5,4,24296,9,10,8,9,14,9.0,10.167,11.583,58,0.1724,1.772,2.396,0.777,0.8633,224,209.0,1214,1164.67,0.1845,55.33,0.9721,0.7,5.83,5.592,73.5,25.1,0.417,30,1
5-4-2024-10,5,4,24297,10,14,10,8,17,10.667,10.333,11.583,59,0.2373,2.055,2.396,0.9209,1.2086,229,214.0,1190,1169.0,0.1924,58.0,0.9888,0.8571,6.83,5.592,73.5,25.1,0.417,31,0
5-4-2024-11,5,4,24298,11,9,14,10,11,11.0,9.833,10.917,77,0.1169,1.951,1.847,1.0076,0.8244,215,222.67,1701,1368.33,0.1264,64.67,1.2959,0.6667,6.67,5.592,73.5,25.1,0.417,30,0
5-4-2024-12,5,4,24299,12,10,9,14,13,11.0,10.0,10.833,86,0.1163,1.915,1.863,1.0154,0.9231,202,215.33,1744,1545.0,0.1158,74.0,1.4413,0.3,6.5,5.592,73.5,25.1,0.417,31,0
5-4-2025-01,5,4,24300,1,12,10,9,12,10.333,10.5,10.75,54,0.2222,1.979,1.785,0.9612,1.1163,238,218.33,1290,1578.33,0.1845,72.33,0.914,0.6667,7.0,5.592,73.5,25.1,0.417,31,0
5-4-2025-02,5,4,24301,2,10,12,10,11,10.667,10.833,10.583,50,0.2,1.675,1.754,1.0079,0.9449,229,223.0,1210,1414.67,0.1893,63.33,0.8596,0.7,7.17,5.592,73.5,25.1,0.417,28,0
5-4-2025-03,5,4,24302,3,10,10,12,13,10.667,10.833,10.5,49,0.2041,1.675,1.756,1.0159,0.9524,209,225.33,1077,1192.33,0.1941,51.0,0.8424,0.6,7.0,5.592,73.5,25.1,0.417,31,0
5-4-2025-04,5,4,24303,4,10,10,10,12,10.0,10.167,10.25,60,0.1667,0.898,1.588,0.9756,0.9756,221,219.67,1168,1151.67,0.1892,53.0,1.0213,0.3,5.5,5.592,73.5,25.1,0.417,30,0
5-4-2025-05,5,4,24304,5,7,10,10,9,9.0,9.833,9.833,48,0.1458,1.462,1.724,0.9153,0.7119,211,213.67,1168,1137.67,0.1807,52.33,0.8205,0.5714,5.17,5.592,73.5,25.1,0.417,31,0
5-4-2025-06,5,4,24305,6,6,7,10,9,7.667,9.167,9.583,53,0.1132,2.034,2.019,0.8,0.6261,194,208.67,1190,1175.33,0.163,53.67,0.906,0.6667,5.33,5.592,73.5,25.1,0.417,30,0
5-4-2025-07,5,4,24306,7,10,6,7,8,7.667,8.833,9.667,61,0.1639,1.675,2.014,0.7931,1.0345,214,206.33,1187,1181.67,0.1803,54.0,1.0281,0.5,4.83,5.592,73.5,25.1,0.417,31,0
5-4-2025-08,5,4,24307,8,6,10,6,10,7.333,8.167,9.5,49,0.1224,1.863,2.217,0.7719,0.6316,214,207.33,1190,1189.0,0.1798,54.33,0.8352,0.6667,4.33,5.592,73.5,25.1,0.417,31,1
5-4-2025-09,5,4,24308,9,16,6,10,14,10.667,9.167,10.0,61,0.2623,3.484,2.858,1.0667,1.6,237,221.67,1214,1197.0,0.1952,57.0,1.0354,0.6875,5.17,5.592,73.5,25.1,0.417,30,0
5-4-2025-10,5,4,24309,10,10,16,6,9,10.667,9.167,9.667,54,0.1852,3.484,2.593,1.1034,1.0345,215,222.0,1104,1169.33,0.1947,54.67,0.9231,0.6,5.67,5.592,73.5,25.1,0.417,31,0
5-4-2025-11,5,4,24310,11,5,10,16,10,10.333,8.833,9.333,80,0.0625,3.76,2.896,1.1071,0.5357,210,220.67,1707,1341.67,0.123,65.0,1.3617,0.8,5.67,5.592,73.5,25.1,0.417,30,0
5-4-2025-12,5,4,24311,12,10,5,10,12,8.333,9.5,9.333,80,0.125,3.547,2.896,0.8929,1.0714,185,203.33,1697,1502.67,0.109,71.33,1.3734,0.5,5.83,5.592,73.5,25.1,0.417,31,0
5-4-2026-01,5,4,24312,1,11,10,5,10,8.667,9.667,9.25,75,0.1467,3.59,2.832,0.9369,1.1892,229,208.0,1284,1562.67,0.1783,78.33,1.25,0.5455,6.0,5.592,73.5,25.1,0.417,31,1
5-4-2026-02,5,4,24313,2,17,11,10,10,12.667,11.5,9.833,95,0.1789,4.031,3.555,1.2881,1.7288,390,268.0,2265,1748.67,0.1722,83.33,1.4902,0.4706,6.67,5.592,73.5,25.1,0.417,28,0
5-4-2026-03,5,4,24314,3,15,17,11,10,14.333,11.333,10.25,95,0.1579,3.859,3.832,1.3984,1.4634,375,331.33,2094,1881.0,0.1791,88.33,1.4057,0.4667,6.0,5.592,73.5,25.1,0.417,31,1
5-4-2026-04,5,4,24315,4,24,15,17,7,18.667,13.667,11.417,118,0.2034,5.991,5.392,1.635,2.1022,465,410.0,2455,2271.33,0.1894,102.67,1.6295,0.5833,7.33,5.592,73.5,25.1,0.417,30,0
5-4-2026-05,5,4,24316,5,26,24,15,6,21.667,17.167,13.0,108,0.2407,6.039,6.532,1.6667,2.0,431,423.67,2324,2291.0,0.1855,107.0,1.395,0.4231,8.5,5.592,73.5,25.1,0.417,31,0
5-4-2026-06,5,4,24317,6,15,26,24,10,21.667,18.0,13.75,90,0.1667,5.292,6.193,1.5758,1.0909,434,443.33,2456,2411.67,0.1767,105.33,1.118,0.6667,9.33,5.592,73.5,25.1,0.417,30,0
5-5-2024-07,5,5,24294,7,7,6,5,10,6.0,4.667,4.75,51,0.1373,1.7,2.126,1.2632,1.4737,86,92.33,1177,1207.33,0.0731,51.67,0.8536,0.4286,2.5,5.592,73.5,25.1,0.417,31,0
5-5-2024-08,5,5,24295,8,7,7,6,4,6.667,5.5,4.5,57,0.1228,1.384,1.607,1.4815,1.5556,89,89.0,1103,1183.33,0.0807,53.67,0.9566,0.4286,3.0,5.592,73.5,25.1,0.417,31,0
5-5-2024-09,5,5,24296,9,4,7,7,4,6.0,5.333,4.5,58,0.069,1.491,1.607,1.3333,0.8889,90,88.33,1214,1164.67,0.0741,55.33,0.9721,0.75,3.17,5.592,73.5,25.1,0.417,30,0
5-5-2024-10,5,5,24297,10,8,4,7,4,6.333,6.167,4.833,59,0.1356,1.344,1.863,1.3103,1.6552,114,97.67,1190,1169.0,0.0958,58.0,0.9888,0.75,3.83,5.592,73.5,25.1,0.417,31,0
5-5-2024-11,5,5,24298,11,7,8,4,2,6.333,6.5,5.083,77,0.0909,1.258,1.935,1.2459,1.377,101,101.67,1701,1368.33,0.0594,64.67,1.2959,0.5714,4.0,5.592,73.5,25.1,0.417,30,0
5-5-2024-12,5,5,24299,12,4,7,8,5,6.333,6.167,5.25,86,0.0465,1.572,1.738,1.2063,0.7619,82,99.0,1744,1545.0,0.047,74.0,1.4413,0.5,3.5,5.592,73.5,25.1,0.417,31,0
5-5-2025-01,5,5,24300,1,5,4,7,2,5.333,5.833,5.25,54,0.0926,1.572,1.738,1.0159,0.9524,93,92.0,1290,1578.33,0.0721,72.33,0.914,0.6,3.5,5.592,73.5,25.1,0.417,31,0
5-5-2025-06,5,5,24305,6,6,4,7,7,5.667,4.833,5.5,53,0.1132,1.344,1.607,1.0303,1.0909,98,103.67,1190,1175.33,0.0824,53.67,0.906,0.5,3.17,5.592,73.5,25.1,0.417,30,0
5-5-2025-10,5,5,24309,10,8,5,4,7,5.667,4.833,4.917,54,0.1481,1.863,1.706,1.1525,1.6271,89,98.0,1104,1169.33,0.0806,54.67,0.9231,0.5,2.5,5.592,73.5,25.1,0.417,31,0
5-5-2025-11,5,5,24310,11,5,8,5,4,6.0,5.0,4.75,80,0.0625,1.826,1.588,1.2632,1.0526,95,94.67,1707,1341.67,0.0557,65.0,1.3617,0.6,2.67,5.592,73.5,25.1,0.417,30,0
5-5-2025-12,5,5,24311,12,3,5,8,5,5.333,4.5,4.667,80,0.0375,1.893,1.65,1.1429,0.6429,76,86.67,1697,1502.67,0.0448,71.33,1.3734,0.6667,2.5,5.592,73.5,25.1,0.417,31,1
5-5-2026-01,5,5,24312,1,8,3,5,4,5.333,5.5,4.917,75,0.1067,1.893,1.891,1.0847,1.6271,116,95.67,1284,1562.67,0.0903,78.33,1.25,0.25,2.83,5.592,73.5,25.1,0.417,31,0
5-5-2026-02,5,5,24313,2,6,8,3,3,5.667,5.833,5.083,95,0.0632,1.772,1.891,1.1148,1.1803,175,122.33,2265,1748.67,0.0773,83.33,1.4902,0.5,2.83,5.592,73.5,25.1,0.417,28,1
5-5-2026-03,5,5,24314,3,8,6,8,7,7.333,6.333,5.5,95,0.0842,1.886,1.936,1.3333,1.4545,161,150.67,2094,1881.0,0.0769,88.33,1.4057,0.25,2.67,5.592,73.5,25.1,0.417,31,0
5-5-2026-04,5,5,24315,4,9,8,6,4,7.667,6.5,5.667,118,0.0763,2.062,2.134,1.3529,1.5882,185,173.67,2455,2271.33,0.0754,102.67,1.6295,0.3333,2.5,5.592,73.5,25.1,0.417,30,0
5-5-2026-05,5,5,24316,5,10,9,8,6,9.0,7.333,6.167,108,0.0926,2.285,2.375,1.4595,1.6216,170,172.0,2324,2291.0,0.0731,107.0,1.395,0.5,2.83,5.592,73.5,25.1,0.417,31,0
5-5-2026-06,5,5,24317,6,8,10,9,2,9.0,8.167,6.333,90,0.0889,1.213,2.427,1.4211,1.2632,179,178.0,2456,2411.67,0.0729,105.33,1.118,0.5,3.17,5.592,73.5,25.1,0.417,30,0
5-7-2025-11,5,7,24310,11,4,4,7,2,5.0,3.833,3.583,80,0.05,1.572,1.498,1.3953,1.1163,60,68.33,1707,1341.67,0.0351,65.0,1.3617,0.75,2.5,5.592,73.5,25.1,0.417,30,0
5-7-2026-04,5,7,24315,4,8,4,7,2,6.333,4.667,4.083,118,0.0678,2.134,2.019,1.551,1.9592,135,129.33,2455,2271.33,0.055,102.67,1.6295,0.5,1.83,5.592,73.5,25.1,0.417,30,0
5-7-2026-05,5,7,24316,5,7,8,4,3,6.333,5.167,4.5,108,0.0648,2.267,2.062,1.4074,1.5556,121,127.33,2324,2291.0,0.0521,107.0,1.395,0.7143,2.17,5.592,73.5,25.1,0.417,31,0
5-7-2026-06,5,7,24317,6,8,7,8,2,7.667,6.0,4.917,90,0.0889,2.236,2.216,1.5593,1.6271,144,133.33,2456,2411.67,0.0586,105.33,1.118,0.125,2.17,5.592,73.5,25.1,0.417,30,0
5-8-2026-03,5,8,24314,3,10,1,5,4,5.333,4.5,3.833,95,0.1053,2.754,2.577,1.3913,2.6087,112,97.67,2094,1881.0,0.0535,88.33,1.4057,0.5,2.67,5.592,73.5,25.1,0.417,31,0
5-8-2026-05,5,8,24316,5,4,2,10,2,5.333,4.167,4.0,108,0.037,2.911,2.38,1.3333,1.0,132,122.0,2324,2291.0,0.0568,107.0,1.395,0.75,2.67,5.592,73.5,25.1,0.417,31,0
6-1-2024-02,6,1,24289,2,4,8,5,7,5.667,5.167,5.5,36,0.1111,1.572,1.979,1.0303,0.7273,146,158.67,1240,1432.33,0.1177,39.33,0.9351,0.5,2.67,3.003,64.9,32.5,0.274,28,0
6-1-2024-03,6,1,24290,3,7,4,8,4,6.333,5.833,5.5,32,0.2188,1.344,1.979,1.1515,1.2727,168,162.33,1148,1225.0,0.1463,37.0,0.8552,0.2857,2.83,3.003,64.9,32.5,0.274,31,0
6-1-2024-05,6,1,24292,5,11,3,7,6,7.0,6.333,6.167,30,0.3667,2.687,2.303,1.1351,1.7838,182,173.33,1175,1164.67,0.1549,31.0,0.8018,0.6364,3.33,3.003,64.9,32.5,0.274,31,0
6-1-2024-06,6,1,24293,6,5,11,3,7,6.333,6.333,6.083,35,0.1429,2.687,2.326,1.0411,0.8219,174,175.33,1270,1205.33,0.137,32.0,0.9251,0.6,3.17,3.003,64.9,32.5,0.274,30,0
6-1-2024-07,6,1,24294,7,1,5,11,9,5.667,5.167,5.583,30,0.0333,3.184,2.691,1.0149,0.1791,147,167.67,1177,1207.33,0.1249,31.67,0.8054,1.0,2.67,3.003,64.9,32.5,0.274,31,0
6-1-2024-12,6,1,24299,12,9,4,3,8,5.333,3.667,5.0,65,0.1385,2.687,3.0,1.0667,1.8,175,154.67,1744,1545.0,0.1003,46.67,1.7768,0.6667,1.67,3.003,64.9,32.5,0.274,31,0
6-1-2025-01,6,1,24300,1,2,9,4,4,5.0,3.833,4.5,32,0.0625,2.544,2.958,1.1111,0.4444,151,160.0,1290,1578.33,0.1171,49.0,0.8972,0.5,1.67,3.003,64.9,32.5,0.274,31,0
6-1-2025-02,6,1,24301,2,4,2,9,7,5.0,3.833,4.5,34,0.1176,2.544,2.958,1.1111,0.8889,162,162.67,1210,1414.67,0.1339,43.67,0.9577,0.25,1.67,3.003,64.9,32.5,0.274,28,0
6-1-2025-07,6,1,24306,7,7,6,3,4,5.333,4.5,4.167,37,0.1892,1.5,2.115,1.28,1.68,149,177.0,1187,1181.67,0.1255,33.67,1.0183,0.4286,1.5,3.003,64.9,32.5,0.274,31,0
6-1-2025-08,6,1,24307,8,5,7,6,1,6.0,4.667,4.25,33,0.1515,1.491,2.126,1.4118,1.1765,171,167.67,1190,1189.0,0.1437,34.0,0.9021,0.6,1.83,3.003,64.9,32.5,0.274,31,0
6-1-2025-09,6,1,24308,9,5,5,7,3,5.667,4.833,4.583,40,0.125,1.462,1.891,1.2364,1.0909,146,155.33,1214,1197.0,0.1203,36.67,1.0738,0.6,2.0,3.003,64.9,32.5,0.274,30,0
6-1-2026-01,6,1,24312,1,6,6,5,4,5.667,4.667,4.583,46,0.1304,1.7,1.605,1.2364,1.3091,152,156.33,1284,1562.67,0.1184,54.33,1.2,0.3333,2.5,3.003,64.9,32.5,0.274,31,0
6-1-2026-02,6,1,24313,2,6,6,6,4,6.0,4.833,4.75,63,0.0952,1.772,1.639,1.2632,1.2632,331,213.33,2265,1748.67,0.1461,55.0,1.546,0.5,2.5,3.003,64.9,32.5,0.274,28,1
6-1-2026-03,6,1,24314,3,9,6,6,3,7.0,5.5,5.167,67,0.1343,2.363,1.993,1.3548,1.7419,291,258.0,2094,1881.0,0.139,58.67,1.5314,0.5556,2.83,3.003,64.9,32.5,0.274,31,1
6-1-2026-04,6,1,24315,4,10,9,6,3,8.333,7.0,5.75,79,0.1266,1.826,2.278,1.4493,1.7391,371,331.0,2455,2271.33,0.1511,69.67,1.669,0.3,3.33,3.003,64.9,32.5,0.274,30,0
6-1-2026-05,6,1,24316,5,7,10,9,6,8.667,7.333,6.083,65,0.1077,1.599,2.139,1.4247,1.1507,331,331.0,2324,2291.0,0.1424,70.33,1.2978,0.7143,3.83,3.003,64.9,32.5,0.274,31,1
6-1-2026-06,6,1,24317,6,14,7,10,7,10.333,8.667,6.75,81,0.1728,2.809,3.058,1.5309,2.0741,356,352.67,2456,2411.67,0.145,75.0,1.4954,0.3571,3.83,3.003,64.9,32.5,0.274,30,0
6-2-2024-02,6,2,24289,2,11,17,25,17,17.667,18.833,16.583,36,0.3056,6.067,5.107,1.0653,0.6633,492,690.0,1240,1432.33,0.3968,39.33,0.9351,0.3636,10.17,3.003,64.9,32.5,0.274,28,0
6-2-2024-03,6,2,24290,3,14,11,17,15,14.0,17.667,16.333,32,0.4375,6.209,5.153,0.8571,0.8571,425,477.67,1148,1225.0,0.3702,37.0,0.8552,0.4286,9.83,3.003,64.9,32.5,0.274,31,0
6-2-2024-04,6,2,24291,4,14,14,11,13,13.0,18.0,16.25,31,0.4516,5.944,5.182,0.8,0.8615,437,451.33,1171,1186.33,0.3732,33.0,0.836,0.4286,9.67,3.003,64.9,32.5,0.274,30,0
6-2-2024-05,6,2,24292,5,9,14,14,10,12.333,15.0,15.917,30,0.3,5.132,5.499,0.7749,0.5654,421,427.67,1175,1164.67,0.3583,31.0,0.8018,0.3333,7.17,3.003,64.9,32.5,0.274,31,0
6-2-2024-06,6,2,24293,6,12,9,14,15,11.667,12.833,16.083,35,0.3429,2.544,5.346,0.7254,0.7461,495,451.0,1270,1205.33,0.3898,32.0,0.9251,0.4167,5.33,3.003,64.9,32.5,0.274,30,0
6-2-2024-07,6,2,24294,7,15,12,9,16,12.0,12.5,16.083,30,0.5,2.062,5.346,0.7461,0.9326,451,455.67,1177,1207.33,0.3832,31.67,0.8054,0.6,5.5,3.003,64.9,32.5,0.274,31,0
6-2-2024-08,6,2,24295,8,14,15,12,21,13.667,13.0,15.917,30,0.4667,2.0,5.377,0.8586,0.8796,424,456.67,1103,1183.33,0.3844,31.67,0.8219,0.5,6.0,3.003,64.9,32.5,0.274,31,0
6-2-2024-09,6,2,24296,9,10,14,15,12,13.0,12.333,15.0,32,0.3125,2.211,5.37,0.8667,0.6667,472,449.0,1214,1164.67,0.3888,30.67,0.8972,0.5,5.83,3.003,64.9,32.5,0.274,30,0
6-2-2024-10,6,2,24297,10,13,10,14,27,12.333,12.167,15.083,25,0.52,2.115,5.33,0.8177,0.8619,445,447.0,1190,1169.0,0.3739,29.0,0.7282,0.5385,6.0,3.003,64.9,32.5,0.274,31,1
6-2-2024-11,6,2,24298,11,34,13,10,25,19.0,16.333,15.667,50,0.68,8.055,6.786,1.2128,2.1702,967,628.0,1701,1368.33,0.5685,35.67,1.4528,0.6765,9.33,3.003,64.9,32.5,0.274,30,1
6-2-2024-12,6,2,24299,12,37,34,13,17,28.0,20.5,16.667,65,0.5692,10.751,8.702,1.68,2.22,992,801.33,1744,1545.0,0.5688,46.67,1.7768,0.5676,12.0,3.003,64.9,32.5,0.274,31,0
6-2-2025-01,6,2,24300,1,19,37,34,11,30.0,21.167,16.833,32,0.5938,10.511,8.726,1.7822,1.1287,553,837.33,1290,1578.33,0.4287,49.0,0.8972,0.6842,12.67,3.003,64.9,32.5,0.274,31,0
6-2-2025-02,6,2,24301,2,15,19,37,14,23.667,21.333,17.167,34,0.4412,10.403,8.572,1.3786,0.8738,452,665.67,1210,1414.67,0.3736,43.67,0.9577,0.6667,13.17,3.003,64.9,32.5,0.274,28,0
6-2-2025-03,6,2,24302,3,17,15,19,14,17.0,22.5,17.417,31,0.5484,9.412,8.519,0.9761,0.9761,425,476.67,1077,1192.33,0.3946,32.33,0.8753,0.4118,13.5,3.003,64.9,32.5,0.274,31,0
6-2-2025-04,6,2,24303,4,8,17,15,9,13.333,21.667,16.917,36,0.2222,10.387,8.874,0.7882,0.4729,407,428.0,1168,1151.67,0.3485,33.67,1.0047,0.625,13.17,3.003,64.9,32.5,0.274,30,0
6-2-2025-05,6,2,24304,5,12,8,17,12,12.333,18.0,17.167,32,0.375,9.201,8.687,0.7184,0.699,426,419.33,1168,1137.67,0.3647,33.0,0.8889,0.4167,10.17,3.003,64.9,32.5,0.274,31,0
6-2-2025-06,6,2,24305,6,8,12,8,15,9.333,13.167,16.833,32,0.25,4.22,8.952,0.5545,0.4752,427,420.0,1190,1175.33,0.3588,33.33,0.8951,0.75,7.67,3.003,64.9,32.5,0.274,30,1
6-2-2025-07,6,2,24306,7,20,8,12,14,13.333,13.333,17.25,37,0.5405,4.46,8.973,0.7729,1.1594,450,434.33,1187,1181.67,0.3791,33.67,1.0183,0.65,7.67,3.003,64.9,32.5,0.274,31,0
6-2-2025-08,6,2,24307,8,13,20,8,10,13.667,13.0,17.167,33,0.3939,4.397,9.008,0.7961,0.7573,440,439.0,1190,1189.0,0.3697,34.0,0.9021,0.6154,7.33,3.003,64.9,32.5,0.274,31,0
6-2-2025-09,6,2,24308,9,12,13,20,13,15.0,12.167,17.333,40,0.3,4.017,8.891,0.8654,0.6923,434,441.33,1214,1197.0,0.3575,36.67,1.0738,0.4167,7.0,3.003,64.9,32.5,0.274,30,0
6-2-2025-10,6,2,24309,10,9,12,13,34,11.333,12.333,17.0,22,0.4091,3.859,9.12,0.6667,0.5294,394,422.67,1104,1169.33,0.3569,31.67,0.5946,0.6667,7.17,3.003,64.9,32.5,0.274,31,1
6-2-2025-11,6,2,24310,11,33,9,12,37,18.0,15.833,16.917,61,0.541,8.591,8.967,1.064,1.9507,979,602.33,1707,1341.67,0.5735,41.0,1.6088,0.4242,8.67,3.003,64.9,32.5,0.274,30,1
6-2-2025-12,6,2,24311,12,33,33,9,19,25.0,20.0,16.583,56,0.5893,9.764,8.261,1.5075,1.9899,1016,796.33,1697,1502.67,0.5987,46.33,1.5067,0.4848,10.33,3.003,64.9,32.5,0.274,31,0
6-2-2026-01,6,2,24312,1,18,33,33,15,28.0,19.667,16.5,46,0.3913,9.792,8.241,1.697,1.0909,513,836.0,1284,1562.67,0.3995,54.33,1.2,0.5556,9.83,3.003,64.9,32.5,0.274,31,0
6-2-2026-02,6,2,24313,2,22,18,33,17,24.333,21.167,17.083,63,0.3492,9.335,8.361,1.4244,1.2878,860,796.33,2265,1748.67,0.3797,55.0,1.546,0.5,10.33,3.003,64.9,32.5,0.274,28,0
6-2-2026-03,6,2,24314,3,24,22,18,8,21.333,23.167,17.667,67,0.3582,8.395,8.576,1.2075,1.3585,793,722.0,2094,1881.0,0.3787,58.67,1.5314,0.6667,12.17,3.003,64.9,32.5,0.274,31,1
6-2-2026-04,6,2,24315,4,30,24,22,12,25.333,26.667,19.5,79,0.3797,5.706,8.665,1.2991,1.5385,904,852.33,2455,2271.33,0.3682,69.67,1.669,0.3333,12.83,3.003,64.9,32.5,0.274,30,0
6-2-2026-05,6,2,24316,5,25,30,24,8,26.333,25.333,20.583,65,0.3846,4.955,8.47,1.2794,1.2146,870,855.67,2324,2291.0,0.3744,70.33,1.2978,0.6,13.0,3.003,64.9,32.5,0.274,31,0
6-2-2026-06,6,2,24317,6,31,25,30,20,28.667,25.0,22.5,81,0.3827,4.472,7.995,1.2741,1.3778,953,909.0,2456,2411.67,0.388,75.0,1.4954,0.6129,13.5,3.003,64.9,32.5,0.274,30,0
6-3-2026-02,6,3,24313,2,7,5,4,1,5.333,4.5,3.75,63,0.1111,1.5,1.876,1.4222,1.8667,200,128.33,2265,1748.67,0.0883,55.0,1.546,0.7143,2.83,3.003,64.9,32.5,0.274,28,0
6-3-2026-03,6,3,24314,3,4,7,5,3,5.333,4.333,4.0,67,0.0597,1.491,1.683,1.3333,1.0,164,156.0,2094,1881.0,0.0783,58.67,1.5314,0.5,2.67,3.003,64.9,32.5,0.274,31,0
6-3-2026-04,6,3,24315,4,4,4,7,5,5.0,4.667,4.083,79,0.0506,1.106,1.656,1.2245,0.9796,191,185.0,2455,2271.33,0.0778,69.67,1.669,0.75,2.83,3.003,64.9,32.5,0.274,30,1
6-3-2026-05,6,3,24316,5,10,4,4,6,6.0,5.667,4.5,65,0.1538,2.211,2.327,1.3333,2.2222,193,182.67,2324,2291.0,0.083,70.33,1.2978,0.5,3.17,3.003,64.9,32.5,0.274,31,0
6-3-2026-06,6,3,24317,6,6,10,4,1,6.667,6.0,4.5,81,0.0741,2.082,2.327,1.4815,1.3333,180,188.0,2456,2411.67,0.0733,75.0,1.4954,0.6667,3.67,3.003,64.9,32.5,0.274,30,0
6-4-2024-02,6,4,24289,2,8,6,2,8,5.333,6.5,5.833,36,0.2222,2.291,2.192,0.9143,1.3714,220,220.33,1240,1432.33,0.1774,39.33,0.9351,0.375,3.5,3.003,64.9,32.5,0.274,28,0
6-4-2024-03,6,4,24290,3,3,8,6,4,5.667,5.667,5.417,32,0.0938,2.494,2.216,1.0462,0.5538,236,228.0,1148,1225.0,0.2056,37.0,0.8552,0.3333,3.0,3.003,64.9,32.5,0.274,31,0
