prior_cases,days_since_last,span_days,rate_per_yr,n_districts,n_heads,heinous,target_back_180
2,99,253,2.0,1,2,0,0
2,129,283,2.0,1,2,0,0
2,159,313,2.0,1,2,0,0
2,189,343,2.0,1,2,0,0
2,219,373,1.9584,1,2,0,0
2,249,403,1.8127,1,2,0,0
2,279,433,1.6871,1,2,0,0
2,309,463,1.5778,1,2,0,0
1,13,13,1.0,1,1,0,1
1,43,43,1.0,1,1,0,1
1,73,73,1.0,1,1,0,1
1,103,103,1.0,1,1,0,1
1,133,133,1.0,1,1,0,1
2,9,163,2.0,1,2,0,0
2,39,193,2.0,1,2,0,0
2,69,223,2.0,1,2,0,0
2,99,253,2.0,1,2,0,0
2,129,283,2.0,1,2,0,0
2,159,313,2.0,1,2,0,0
2,189,343,2.0,1,2,0,0
2,219,373,1.9584,1,2,0,0
2,249,403,1.8127,1,2,0,0
2,279,433,1.6871,1,2,0,0
2,309,463,1.5778,1,2,0,0
1,20,20,1.0,1,1,0,0
1,50,50,1.0,1,1,0,0
1,80,80,1.0,1,1,0,1
1,110,110,1.0,1,1,0,1
1,140,140,1.0,1,1,0,1
1,170,170,1.0,1,1,0,1
1,200,200,1.0,1,1,0,1
1,230,230,1.0,1,1,0,1
2,7,260,2.0,1,2,0,0
2,37,290,2.0,1,2,0,0
2,67,320,2.0,1,2,0,0
2,97,350,2.0,1,2,0,1
2,127,380,1.9224,1,2,0,1
2,157,410,1.7817,1,2,0,1
2,187,440,1.6602,1,2,0,1
2,217,470,1.5543,1,2,0,1
2,247,500,1.461,1,2,0,1
3,20,530,2.0675,1,3,1,1
3,50,560,1.9567,1,3,1,1
3,80,590,1.8572,1,3,1,1
4,20,620,2.3565,1,3,1,0
4,50,650,2.2477,1,3,1,0
4,80,680,2.1485,1,3,1,0
4,110,710,2.0577,1,3,1,0
4,140,740,1.9743,1,3,1,0
1,107,107,1.0,1,1,0,1
2,28,137,2.0,1,1,0,0
2,58,167,2.0,1,1,0,0
2,88,197,2.0,1,1,0,0
2,118,227,2.0,1,1,0,0
2,148,257,2.0,1,1,0,0
2,178,287,2.0,1,1,0,0
2,208,317,2.0,1,1,0,0
2,238,347,2.0,1,1,0,0
2,268,377,1.9377,1,1,0,0
2,298,407,1.7948,1,1,0,0
2,328,437,1.6716,1,1,0,0
2,358,467,1.5642,1,1,0,0
2,388,497,1.4698,1,1,0,0
2,418,527,1.3861,1,1,0,0
2,448,557,1.3115,1,1,0,0
2,478,587,1.2445,1,1,0,0
2,508,617,1.184,1,1,0,0
2,538,647,1.1291,1,1,0,0
2,568,677,1.079,1,1,0,0
2,598,707,1.0332,1,1,0,0
2,628,737,0.9912,1,1,0,0
2,658,767,0.9524,1,1,0,0
2,688,797,0.9166,1,1,0,0
2,718,827,0.8833,1,1,0,0
2,140,231,2.0,1,1,0,0
2,170,261,2.0,1,1,0,0
2,200,291,2.0,1,1,0,0
2,230,321,2.0,1,1,0,0
2,260,351,2.0,1,1,0,0
2,290,381,1.9173,1,1,0,0
2,320,411,1.7774,1,1,0,0
2,350,441,1.6565,1,1,0,0
2,380,471,1.551,1,1,0,0
2,410,501,1.4581,1,1,0,0
2,440,531,1.3757,1,1,0,0
2,470,561,1.3021,1,1,0,0
2,500,591,1.236,1,1,0,0
2,530,621,1.1763,1,1,0,0
2,560,651,1.1221,1,1,0,0
2,590,681,1.0727,1,1,0,0
2,620,711,1.0274,1,1,0,0
2,650,741,0.9858,1,1,0,0
2,680,771,0.9475,1,1,0,0
2,710,801,0.912,1,1,0,0
2,740,831,0.8791,1,1,0,0
2,770,861,0.8484,1,1,0,0
2,800,891,0.8199,1,1,0,0
2,830,921,0.7932,1,1,0,0
2,860,951,0.7681,1,1,0,0
1,11,11,1.0,1,1,0,1
1,41,41,1.0,1,1,0,1
1,71,71,1.0,1,1,0,1
1,101,101,1.0,1,1,0,1
1,131,131,1.0,1,1,0,1
2,13,161,2.0,1,1,0,0
2,43,191,2.0,1,1,0,1
2,73,221,2.0,1,1,0,1
2,103,251,2.0,1,1,0,1
2,133,281,2.0,1,1,0,1
2,163,311,2.0,1,1,0,1
2,193,341,2.0,1,1,0,1
3,26,371,2.9535,1,2,1,0
3,56,401,2.7325,1,2,1,1
3,86,431,2.5423,1,2,1,1
3,116,461,2.3769,1,2,1,1
3,146,491,2.2317,1,2,1,1
3,176,521,2.1032,1,2,1,1
3,206,551,1.9887,1,2,1,1
4,5,581,2.5146,1,2,1,0
4,35,611,2.3912,1,2,1,0
4,65,641,2.2793,1,2,1,0
1,11,11,1.0,1,1,0,1
1,41,41,1.0,1,1,0,1
1,71,71,1.0,1,1,0,1
1,101,101,1.0,1,1,0,1
1,131,131,1.0,1,1,0,1
2,13,161,2.0,1,1,0,0
2,43,191,2.0,1,1,0,1
2,73,221,2.0,1,1,0,1
2,103,251,2.0,1,1,0,1
2,133,281,2.0,1,1,0,1
2,163,311,2.0,1,1,0,1
2,193,341,2.0,1,1,0,1
3,26,371,2.9535,1,2,1,0
3,56,401,2.7325,1,2,1,1
3,86,431,2.5423,1,2,1,1
3,116,461,2.3769,1,2,1,1
3,146,491,2.2317,1,2,1,1
3,176,521,2.1032,1,2,1,1
3,206,551,1.9887,1,2,1,1
4,5,581,2.5146,1,2,1,0
4,35,611,2.3912,1,2,1,0
4,65,641,2.2793,1,2,1,0
1,5,5,1.0,1,1,1,1
1,35,35,1.0,1,1,1,1
2,7,65,2.0,1,1,1,0
2,37,95,2.0,1,1,1,0
2,67,125,2.0,1,1,1,0
2,97,155,2.0,1,1,1,0
2,127,185,2.0,1,1,1,0
2,157,215,2.0,1,1,1,0
2,187,245,2.0,1,1,1,0
2,217,275,2.0,1,1,1,0
2,247,305,2.0,1,1,1,0
2,277,335,2.0,1,1,1,0
2,307,365,2.0,1,1,1,0
2,337,395,1.8494,1,1,1,0
2,367,425,1.7188,1,1,1,0
2,397,455,1.6055,1,1,1,0
2,427,485,1.5062,1,1,1,0
2,457,515,1.4184,1,1,1,0
2,487,545,1.3404,1,1,1,0
2,517,575,1.2704,1,1,1,0
2,547,605,1.2074,1,1,1,0
2,577,635,1.1504,1,1,1,0
2,607,665,1.0985,1,1,1,0
2,637,695,1.0511,1,1,1,0
1,151,151,1.0,1,1,1,1
2,20,181,2.0,1,2,1,1
2,50,211,2.0,1,2,1,1
2,80,241,2.0,1,2,1,1
2,110,271,2.0,1,2,1,1
2,140,301,2.0,1,2,1,1
2,170,331,2.0,1,2,1,1
3,22,361,3.0,1,2,1,0
3,52,391,2.8024,1,2,1,0
3,82,421,2.6027,1,2,1,0
3,112,451,2.4296,1,2,1,0
3,142,481,2.2781,1,2,1,0
3,172,511,2.1443,1,2,1,0
3,202,541,2.0254,1,2,1,0
3,232,571,1.919,1,2,1,0
3,262,601,1.8232,1,2,1,0
3,292,631,1.7365,1,2,1,0
3,322,661,1.6577,1,2,1,0
3,352,691,1.5857,1,2,1,0
3,382,721,1.5198,1,2,1,0
3,412,751,1.4591,1,2,1,0
3,442,781,1.403,1,2,1,0
3,472,811,1.3511,1,2,1,0
3,502,841,1.3029,1,2,1,0
3,532,871,1.258,1,2,1,0
1,28,28,1.0,1,1,0,1
1,58,58,1.0,1,1,0,1
1,88,88,1.0,1,1,0,1
1,118,118,1.0,1,1,0,1
1,148,148,1.0,1,1,0,1
1,178,178,1.0,1,1,0,1
2,19,208,2.0,1,2,0,1
2,49,238,2.0,1,2,0,1
2,79,268,2.0,1,2,0,1
2,109,298,2.0,1,2,0,1
2,139,328,2.0,1,2,0,1
2,169,358,2.0,1,2,0,1
3,29,388,2.8241,1,2,1,0
3,59,418,2.6214,1,2,1,0
3,89,448,2.4459,1,2,1,0
3,119,478,2.2924,1,2,1,0
3,149,508,2.157,1,2,1,0
3,179,538,2.0367,1,2,1,0
3,209,568,1.9291,1,2,1,0
3,239,598,1.8324,1,2,1,0
3,269,628,1.7448,1,2,1,0
1,85,85,1.0,1,1,0,1
2,27,115,2.0,1,2,0,1
2,57,145,2.0,1,2,0,1
2,87,175,2.0,1,2,0,1
2,117,205,2.0,1,2,0,1
2,147,235,2.0,1,2,0,1
3,27,265,3.0,1,3,0,0
3,57,295,3.0,1,3,0,0
3,87,325,3.0,1,3,0,0
3,117,355,3.0,1,3,0,0
3,147,385,2.8461,1,3,0,0
3,177,415,2.6404,1,3,0,0
3,207,445,2.4624,1,3,0,0
3,237,475,2.3068,1,3,0,0
3,267,505,2.1698,1,3,0,0
3,297,535,2.0481,1,3,0,0
3,327,565,1.9394,1,3,0,0
3,357,595,1.8416,1,3,0,0
3,387,625,1.7532,1,3,0,0
3,417,655,1.6729,1,3,0,0
3,447,685,1.5996,1,3,0,0
3,477,715,1.5325,1,3,0,0
3,507,745,1.4708,1,3,0,0
3,537,775,1.4139,1,3,0,0
3,567,805,1.3612,1,3,0,0
1,7,7,1.0,1,1,0,0
1,37,37,1.0,1,1,0,1
1,67,67,1.0,1,1,0,1
1,97,97,1.0,1,1,0,1
1,127,127,1.0,1,1,0,1
1,157,157,1.0,1,1,0,1
1,187,187,1.0,1,1,0,1
2,28,217,2.0,1,2,0,1
2,58,247,2.0,1,2,0,1
2,88,277,2.0,1,2,0,1
3,11,307,3.0,1,2,0,0
3,41,337,3.0,1,2,0,0
3,71,367,2.9857,1,2,0,0
3,101,397,2.7601,1,2,0,0
3,131,427,2.5662,1,2,0,0
3,161,457,2.3977,1,2,0,0
3,191,487,2.25,1,2,0,0
3,221,517,2.1194,1,2,0,0
3,251,547,2.0032,1,2,0,0
3,281,577,1.899,1,2,0,0
3,311,607,1.8052,1,2,0,0
3,341,637,1.7202,1,2,0,0
3,371,667,1.6428,1,2,0,0
3,401,697,1.5721,1,2,0,0
3,431,727,1.5072,1,2,0,0
2,18,141,2.0,1,1,0,1
2,48,171,2.0,1,1,0,1
2,78,201,2.0,1,1,0,1
2,108,231,2.0,1,1,0,1
3,6,261,3.0,1,1,1,1
3,36,291,3.0,1,1,1,1
3,66,321,3.0,1,1,1,1
3,96,351,3.0,1,1,1,1
3,126,381,2.876,1,1,1,1
3,156,411,2.6661,1,1,1,1
4,11,441,3.3129,1,2,1,0
4,41,471,3.1019,1,2,1,0
4,71,501,2.9162,1,2,1,0
4,101,531,2.7514,1,2,1,0
4,131,561,2.6043,1,2,1,0
4,161,591,2.4721,1,2,1,0
4,191,621,2.3527,1,2,1,0
4,221,651,2.2442,1,2,1,0
4,251,681,2.1454,1,2,1,0
4,281,711,2.0549,1,2,1,0
4,311,741,1.9717,1,2,1,0
4,341,771,1.8949,1,2,1,0
4,371,801,1.824,1,2,1,0
4,401,831,1.7581,1,2,1,0
4,431,861,1.6969,1,2,1,0
1,59,59,1.0,1,1,0,1
1,89,89,1.0,1,1,0,1
1,119,119,1.0,1,1,0,1
1,149,149,1.0,1,1,0,1
2,8,179,2.0,1,1,0,1
2,38,209,2.0,1,1,0,1
2,68,239,2.0,1,1,0,1
2,98,269,2.0,1,1,0,1
2,128,299,2.0,1,1,0,1
3,17,329,3.0,1,2,0,0
3,47,359,3.0,1,2,0,0
3,77,389,2.8168,1,2,0,0
3,107,419,2.6152,1,2,0,0
3,137,449,2.4404,1,2,0,0
3,167,479,2.2876,1,2,0,0
3,197,509,2.1528,1,2,0,0
3,227,539,2.0329,1,2,0,0
3,257,569,1.9257,1,2,0,0
3,287,599,1.8293,1,2,0,0
3,317,629,1.7421,1,2,0,0
3,347,659,1.6627,1,2,0,0
3,377,689,1.5903,1,2,0,0
3,407,719,1.524,1,2,0,0
3,437,749,1.463,1,2,0,0
3,467,779,1.4066,1,2,0,0
1,59,59,1.0,1,1,0,1
1,89,89,1.0,1,1,0,1
1,119,119,1.0,1,1,0,1
1,149,149,1.0,1,1,0,1
2,8,179,2.0,1,1,0,1
2,38,209,2.0,1,1,0,1
2,68,239,2.0,1,1,0,1
2,98,269,2.0,1,1,0,1
2,128,299,2.0,1,1,0,1
3,17,329,3.0,1,2,0,0
3,47,359,3.0,1,2,0,0
3,77,389,2.8168,1,2,0,0
3,107,419,2.6152,1,2,0,0
3,137,449,2.4404,1,2,0,0
3,167,479,2.2876,1,2,0,0
3,197,509,2.1528,1,2,0,0
3,227,539,2.0329,1,2,0,0
3,257,569,1.9257,1,2,0,0
3,287,599,1.8293,1,2,0,0
3,317,629,1.7421,1,2,0,0
3,347,659,1.6627,1,2,0,0
3,377,689,1.5903,1,2,0,0
3,407,719,1.524,1,2,0,0
3,437,749,1.463,1,2,0,0
3,467,779,1.4066,1,2,0,0
1,6,6,1.0,1,1,0,1
1,36,36,1.0,1,1,0,1
1,66,66,1.0,1,1,0,1
1,96,96,1.0,1,1,0,1
2,25,126,2.0,1,2,0,0
2,55,156,2.0,1,2,0,0
2,85,186,2.0,1,2,0,0
2,115,216,2.0,1,2,0,0
2,145,246,2.0,1,2,0,0
2,175,276,2.0,1,2,0,0
2,205,306,2.0,1,2,0,0
2,235,336,2.0,1,2,0,0
2,265,366,1.9959,1,2,0,0
2,295,396,1.8447,1,2,0,0
2,325,426,1.7148,1,2,0,0
2,355,456,1.602,1,2,0,0
2,385,486,1.5031,1,2,0,0
2,415,516,1.4157,1,2,0,0
2,445,546,1.3379,1,2,0,0
2,475,576,1.2682,1,2,0,0
2,505,606,1.2054,1,2,0,0
2,535,636,1.1486,1,2,0,0
2,565,666,1.0968,1,2,0,0
1,6,6,1.0,1,1,0,1
1,36,36,1.0,1,1,0,1
1,66,66,1.0,1,1,0,1
1,96,96,1.0,1,1,0,1
1,126,126,1.0,1,1,0,1
2,14,156,2.0,1,2,0,1
2,44,186,2.0,1,2,0,1
3,6,216,3.0,1,3,0,0
3,36,246,3.0,1,3,0,0
3,66,276,3.0,1,3,0,0
3,96,306,3.0,1,3,0,0
3,126,336,3.0,1,3,0,0
3,156,366,2.9939,1,3,0,0
3,186,396,2.767,1,3,0,0
3,216,426,2.5722,1,3,0,0
3,246,456,2.403,1,3,0,0
3,276,486,2.2546,1,3,0,0
3,306,516,2.1235,1,3,0,0
3,336,546,2.0069,1,3,0,0
1,6,6,1.0,1,1,0,1
1,36,36,1.0,1,1,0,1
1,66,66,1.0,1,1,0,1
1,96,96,1.0,1,1,0,1
1,126,126,1.0,1,1,0,1
2,14,156,2.0,1,2,0,1
2,44,186,2.0,1,2,0,1
3,6,216,3.0,1,3,0,0
3,36,246,3.0,1,3,0,0
3,66,276,3.0,1,3,0,0
3,96,306,3.0,1,3,0,0
3,126,336,3.0,1,3,0,0
3,156,366,2.9939,1,3,0,0
3,186,396,2.767,1,3,0,0
3,216,426,2.5722,1,3,0,0
3,246,456,2.403,1,3,0,0
3,276,486,2.2546,1,3,0,0
3,306,516,2.1235,1,3,0,0
3,336,546,2.0069,1,3,0,0
1,7,7,1.0,1,1,0,1
1,37,37,1.0,1,1,0,1
1,67,67,1.0,1,1,0,1
1,97,97,1.0,1,1,0,1
1,127,127,1.0,1,1,0,1
1,157,157,1.0,1,1,0,1
2,4,187,2.0,1,1,0,0
2,34,217,2.0,1,1,0,0
2,64,247,2.0,1,1,0,0
2,94,277,2.0,1,1,0,0
2,124,307,2.0,1,1,0,0
2,154,337,2.0,1,1,0,0
2,184,367,1.9905,1,1,0,0
2,214,397,1.8401,1,1,0,0
2,244,427,1.7108,1,1,0,0
2,274,457,1.5985,1,1,0,0
2,304,487,1.5,1,1,0,0
2,334,517,1.413,1,1,0,0
2,364,547,1.3355,1,1,0,0
2,394,577,1.266,1,1,0,0
2,424,607,1.2035,1,1,0,0
2,454,637,1.1468,1,1,0,0
2,484,667,1.0952,1,1,0,0
2,514,697,1.0481,1,1,0,0
1,10,10,1.0,1,1,0,0
1,40,40,1.0,1,1,0,0
1,70,70,1.0,1,1,0,0
1,100,100,1.0,1,1,0,1
1,130,130,1.0,1,1,0,1
1,160,160,1.0,1,1,0,1
1,190,190,1.0,1,1,0,1
1,220,220,1.0,1,1,0,1
1,250,250,1.0,1,1,0,1
2,2,280,2.0,1,2,0,1
2,32,310,2.0,1,2,0,1
2,62,340,2.0,1,2,0,1
3,21,370,2.9615,1,2,0,0
3,51,400,2.7394,1,2,0,0
3,81,430,2.5483,1,2,0,0
3,111,460,2.3821,1,2,0,0
3,141,490,2.2362,1,2,0,0
3,171,520,2.1072,1,2,0,0
3,201,550,1.9923,1,2,0,0
3,231,580,1.8892,1,2,0,0
3,261,610,1.7963,1,2,0,0
3,291,640,1.7121,1,2,0,0
3,321,670,1.6354,1,2,0,0
3,351,700,1.5654,1,2,0,0
3,381,730,1.501,1,2,0,0
2,12,94,2.0,1,2,1,1
2,42,124,2.0,1,2,1,1
2,72,154,2.0,1,2,1,1
2,102,184,2.0,1,2,1,1
2,132,214,2.0,1,2,1,1
2,162,244,2.0,1,2,1,1
3,21,274,3.0,1,3,1,0
3,51,304,3.0,1,3,1,0
3,81,334,3.0,1,3,1,0
3,111,364,3.0,1,3,1,0
3,141,394,2.7811,1,3,1,0
3,171,424,2.5843,1,3,1,0
3,201,454,2.4135,1,3,1,0
3,231,484,2.2639,1,3,1,0
3,261,514,2.1318,1,3,1,0
3,291,544,2.0142,1,3,1,0
3,321,574,1.909,1,3,1,0
3,351,604,1.8142,1,3,1,0
3,381,634,1.7283,1,3,1,0
3,411,664,1.6502,1,3,1,0
3,441,694,1.5789,1,3,1,0
3,471,724,1.5135,1,3,1,0
3,501,754,1.4532,1,3,1,0
3,531,784,1.3976,1,3,1,0
3,561,814,1.3461,1,3,1,0
1,84,84,1.0,1,1,0,1
1,114,114,1.0,1,1,0,1
2,11,144,2.0,1,2,0,1
2,41,174,2.0,1,2,0,1
2,71,204,2.0,1,2,0,1
3,7,234,3.0,1,2,1,1
3,37,264,3.0,1,2,1,1
3,67,294,3.0,1,2,1,1
3,97,324,3.0,1,2,1,1
4,0,354,4.0,1,2,2,1
4,30,384,3.8047,1,2,2,1
4,60,414,3.529,1,2,2,1
4,90,444,3.2905,1,2,2,1
5,22,474,3.8528,1,3,2,0
5,52,504,3.6235,1,3,2,0
5,82,534,3.4199,1,3,2,0
5,112,564,3.238,1,3,2,0
5,142,594,3.0745,1,3,2,0
5,172,624,2.9267,1,3,2,0
5,202,654,2.7924,1,3,2,0
5,232,684,2.67,1,3,2,0
5,262,714,2.5578,1,3,2,0
5,292,744,2.4546,1,3,2,0
5,322,774,2.3595,1,3,2,0
5,352,804,2.2715,1,3,2,0
1,84,84,1.0,1,1,0,1
1,114,114,1.0,1,1,0,1
2,11,144,2.0,1,2,0,1
2,41,174,2.0,1,2,0,1
2,71,204,2.0,1,2,0,1
3,7,234,3.0,1,2,1,1
3,37,264,3.0,1,2,1,1
3,67,294,3.0,1,2,1,1
3,97,324,3.0,1,2,1,1
4,0,354,4.0,1,2,2,0
4,30,384,3.8047,1,2,2,0
4,60,414,3.529,1,2,2,0
4,90,444,3.2905,1,2,2,0
4,120,474,3.0823,1,2,2,0
4,150,504,2.8988,1,2,2,0
4,180,534,2.736,1,2,2,0
4,210,564,2.5904,1,2,2,0
4,240,594,2.4596,1,2,2,0
4,270,624,2.3413,1,2,2,0
4,300,654,2.2339,1,2,2,0
4,330,684,2.136,1,2,2,0
4,360,714,2.0462,1,2,2,0
4,390,744,1.9637,1,2,2,0
4,420,774,1.8876,1,2,2,0
4,450,804,1.8172,1,2,2,0
1,18,18,1.0,1,1,0,1
1,48,48,1.0,1,1,0,1
1,78,78,1.0,1,1,0,1
2,7,108,2.0,1,1,0,0
2,37,138,2.0,1,1,0,1
2,67,168,2.0,1,1,0,1
2,97,198,2.0,1,1,0,1
2,127,228,2.0,1,1,0,1
2,157,258,2.0,1,1,0,1
2,187,288,2.0,1,1,0,1
3,29,318,3.0,1,2,0,0
3,59,348,3.0,1,2,0,0
3,89,378,2.8988,1,2,0,0
3,119,408,2.6857,1,2,0,0
3,149,438,2.5017,1,2,0,0
3,179,468,2.3413,1,2,0,0
3,209,498,2.2003,1,2,0,0
3,239,528,2.0753,1,2,0,0
3,269,558,1.9637,1,2,0,0
3,299,588,1.8635,1,2,0,0
3,329,618,1.7731,1,2,0,0
3,359,648,1.691,1,2,0,0
3,389,678,1.6162,1,2,0,0
3,419,708,1.5477,1,2,0,0
3,449,738,1.4848,1,2,0,0
1,21,21,1.0,1,1,0,0
1,51,51,1.0,1,1,0,0
1,81,81,1.0,1,1,0,0
1,111,111,1.0,1,1,0,1
1,141,141,1.0,1,1,0,1
1,171,171,1.0,1,1,0,1
1,201,201,1.0,1,1,0,1
1,231,231,1.0,1,1,0,1
1,261,261,1.0,1,1,0,1
2,23,291,2.0,1,2,0,1
2,53,321,2.0,1,2,0,1
3,8,351,3.0,1,3,0,0
3,38,381,2.876,1,3,0,0
3,68,411,2.6661,1,3,0,0
3,98,441,2.4847,1,3,0,1
3,128,471,2.3264,1,3,0,1
3,158,501,2.1871,1,3,0,1
3,188,531,2.0636,1,3,0,1
3,218,561,1.9532,1,3,0,1
3,248,591,1.8541,1,3,0,1
4,20,621,2.3527,1,3,0,0
4,50,651,2.2442,1,3,0,0
2,151,217,2.0,1,2,1,0
2,181,247,2.0,1,2,1,0
2,211,277,2.0,1,2,1,0
2,241,307,2.0,1,2,1,0
2,271,337,2.0,1,2,1,0
2,301,367,1.9905,1,2,1,0
2,331,397,1.8401,1,2,1,0
2,361,427,1.7108,1,2,1,0
2,391,457,1.5985,1,2,1,0
2,421,487,1.5,1,2,1,0
2,451,517,1.413,1,2,1,0
2,481,547,1.3355,1,2,1,0
2,511,577,1.266,1,2,1,0
2,541,607,1.2035,1,2,1,0
2,571,637,1.1468,1,2,1,0
2,601,667,1.0952,1,2,1,0
2,631,697,1.0481,1,2,1,0
2,661,727,1.0048,1,2,1,0
2,691,757,0.965,1,2,1,0
2,721,787,0.9282,1,2,1,0
2,751,817,0.8941,1,2,1,0
2,781,847,0.8625,1,2,1,0
2,811,877,0.833,1,2,1,0
2,841,907,0.8054,1,2,1,0
2,871,937,0.7796,1,2,1,0
1,29,29,1.0,1,1,0,1
1,59,59,1.0,1,1,0,1
1,89,89,1.0,1,1,0,1
1,119,119,1.0,1,1,0,1
1,149,149,1.0,1,1,0,1
1,179,179,1.0,1,1,0,1
2,11,209,2.0,1,2,0,1
2,41,239,2.0,1,2,0,1
2,71,269,2.0,1,2,0,1
2,101,299,2.0,1,2,0,1
2,131,329,2.0,1,2,0,1
3,28,359,3.0,1,3,0,1
3,58,389,2.8168,1,3,0,1
4,17,419,3.4869,1,4,0,0
4,47,449,3.2539,1,4,0,0
4,77,479,3.0501,1,4,0,0
4,107,509,2.8703,1,4,0,0
4,137,539,2.7106,1,4,0,0
4,167,569,2.5677,1,4,0,0
4,197,599,2.4391,1,4,0,0
4,227,629,2.3227,1,4,0,0
4,257,659,2.217,1,4,0,0
1,29,29,1.0,1,1,0,1
1,59,59,1.0,1,1,0,1
1,89,89,1.0,1,1,0,1
1,119,119,1.0,1,1,0,1
1,149,149,1.0,1,1,0,1
1,179,179,1.0,1,1,0,1
2,11,209,2.0,1,2,0,1
2,41,239,2.0,1,2,0,1
2,71,269,2.0,1,2,0,1
2,101,299,2.0,1,2,0,1
2,131,329,2.0,1,2,0,1
3,28,359,3.0,1,3,0,1
3,58,389,2.8168,1,3,0,1
4,17,419,3.4869,1,4,0,0
4,47,449,3.2539,1,4,0,0
4,77,479,3.0501,1,4,0,0
4,107,509,2.8703,1,4,0,0
4,137,539,2.7106,1,4,0,0
4,167,569,2.5677,1,4,0,0
4,197,599,2.4391,1,4,0,0
4,227,629,2.3227,1,4,0,0
4,257,659,2.217,1,4,0,0
2,21,237,2.0,1,2,0,0
2,51,267,2.0,1,2,0,0
2,81,297,2.0,1,2,0,1
2,111,327,2.0,1,2,0,1
2,141,357,2.0,1,2,0,1
2,171,387,1.8876,1,2,0,1
2,201,417,1.7518,1,2,0,1
2,231,447,1.6342,1,2,0,1
3,5,477,2.2972,1,3,0,0
3,35,507,2.1612,1,3,0,0
3,65,537,2.0405,1,3,0,0
3,95,567,1.9325,1,3,0,0
3,125,597,1.8354,1,3,0,0
3,155,627,1.7476,1,3,0,0
3,185,657,1.6678,1,3,0,0
3,215,687,1.595,1,3,0,0
3,245,717,1.5282,1,3,0,0
3,275,747,1.4669,1,3,0,0
3,305,777,1.4102,1,3,0,0
3,335,807,1.3578,1,3,0,0
3,365,837,1.3091,1,3,0,0
3,395,867,1.2638,1,3,0,0
3,425,897,1.2216,1,3,0,0
3,455,927,1.182,1,3,0,0
3,485,957,1.145,1,3,0,0
1,49,49,1.0,1,1,0,0
1,79,79,1.0,1,1,0,1
1,109,109,1.0,1,1,0,1
1,139,139,1.0,1,1,0,1
1,169,169,1.0,1,1,0,1
1,199,199,1.0,1,1,0,1
1,229,229,1.0,1,1,0,1
2,15,259,2.0,1,1,0,1
2,45,289,2.0,1,1,0,1
2,75,319,2.0,1,1,0,1
2,105,349,2.0,1,1,0,1
2,135,379,1.9274,1,1,0,1
3,8,409,2.6791,1,2,0,0
3,38,439,2.496,1,2,0,1
3,68,469,2.3364,1,2,0,1
3,98,499,2.1959,1,2,0,1
3,128,529,2.0714,1,2,0,1
3,158,559,1.9602,1,2,0,1
3,188,589,1.8604,1,2,0,1
4,9,619,2.3603,1,3,0,0
4,39,649,2.2512,1,3,0,0
4,69,679,2.1517,1,3,0,0
4,99,709,2.0606,1,3,0,0
4,129,739,1.977,1,3,0,0
4,159,769,1.8999,1,3,0,0
1,0,0,1.0,1,1,0,0
1,30,30,1.0,1,1,0,1
1,60,60,1.0,1,1,0,1
1,90,90,1.0,1,1,0,1
1,120,120,1.0,1,1,0,1
1,150,150,1.0,1,1,0,1
1,180,180,1.0,1,1,0,1
2,19,210,2.0,1,2,0,0
2,49,240,2.0,1,2,0,0
2,79,270,2.0,1,2,0,1
2,109,300,2.0,1,2,0,1
2,139,330,2.0,1,2,0,1
2,169,360,2.0,1,2,0,1
2,199,390,1.8731,1,2,0,1
2,229,420,1.7393,1,2,0,1
3,14,450,2.435,1,2,0,0
3,44,480,2.2828,1,2,0,0
3,74,510,2.1485,1,2,0,0
3,104,540,2.0292,1,2,0,0
3,134,570,1.9224,1,2,0,0
3,164,600,1.8263,1,2,0,0
3,194,630,1.7393,1,2,0,0
1,0,0,1.0,1,1,0,0
1,30,30,1.0,1,1,0,1
1,60,60,1.0,1,1,0,1
1,90,90,1.0,1,1,0,1
1,120,120,1.0,1,1,0,1
1,150,150,1.0,1,1,0,1
1,180,180,1.0,1,1,0,1
2,19,210,2.0,1,2,0,0
2,49,240,2.0,1,2,0,0
2,79,270,2.0,1,2,0,1
2,109,300,2.0,1,2,0,1
2,139,330,2.0,1,2,0,1
2,169,360,2.0,1,2,0,1
2,199,390,1.8731,1,2,0,1
2,229,420,1.7393,1,2,0,1
3,14,450,2.435,1,2,0,0
3,44,480,2.2828,1,2,0,0
3,74,510,2.1485,1,2,0,0
3,104,540,2.0292,1,2,0,0
3,134,570,1.9224,1,2,0,0
3,164,600,1.8263,1,2,0,0
3,194,630,1.7393,1,2,0,0
1,27,27,1.0,1,1,0,1
1,57,57,1.0,1,1,0,1
1,87,87,1.0,1,1,0,1
1,117,117,1.0,1,1,0,1
1,147,147,1.0,1,1,0,1
1,177,177,1.0,1,1,0,1
2,2,207,2.0,1,2,0,1
2,32,237,2.0,1,2,0,1
2,62,267,2.0,1,2,0,1
2,92,297,2.0,1,2,0,1
3,5,327,3.0,1,3,0,0
3,35,357,3.0,1,3,0,1
3,65,387,2.8314,1,3,0,1
3,95,417,2.6277,1,3,0,1
3,125,447,2.4513,1,3,0,1
3,155,477,2.2972,1,3,0,1
3,185,507,2.1612,1,3,0,1
4,17,537,2.7207,1,3,0,0
2,67,165,2.0,1,2,0,0
2,97,195,2.0,1,2,0,0
2,127,225,2.0,1,2,0,0
2,157,255,2.0,1,2,0,0
