CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
53393,BNS,303,2,2
53394,IPC,465,1,1
53395,IPC,323,1,1
53395,BNS,115,2,2
53396,IPC,465,1,1
53397,IPC,457,1,1
53398,IPC,392,1,1
53398,BNS,309,2,2
53399,IPC,379,1,1
53399,BNS,303,2,2
53400,IPC,323,1,1
53401,IPC,379,1,1
53402,IPC,323,1,1
53402,IPC,325,2,2
53402,BNS,115,3,3
53403,IPC,307,1,1
53404,IPC,379,1,1
53404,BNS,303,2,2
53405,IPC,457,1,1
53405,IPC,380,2,2
53406,IPC,379,1,1
53407,IPC,420,1,1
53407,ITA,66D,2,2
53408,IPC,323,1,1
53409,IPC,392,1,1
53409,BNS,309,2,2
53410,IPC,392,1,1
53410,BNS,309,2,2
53411,IPC,323,1,1
53412,NDPS,20,1,1
53413,IPC,323,1,1
53414,IPC,457,1,1
53415,IPC,323,1,1
53416,IPC,379,1,1
53416,BNS,303,2,2
53417,IPC,379,1,1
53418,ITA,66C,1,1
53419,IPC,379,1,1
53419,BNS,303,2,2
53420,ITA,66C,1,1
53420,ITA,66D,2,2
53421,IPC,498A,1,1
53422,IPC,420,1,1
53423,IPC,302,1,1
53423,BNS,103,2,2
53424,IPC,379,1,1
53425,MVA,185,1,1
53426,IPC,307,1,1
53426,BNS,109,2,2
53427,IPC,379,1,1
53427,BNS,303,2,2
53428,IPC,392,1,1
53429,ITA,66C,1,1
53429,ITA,66D,2,2
53430,IPC,457,1,1
53430,IPC,380,2,2
53431,IPC,392,1,1
53432,IPC,354,1,1
53433,IPC,379,1,1
53433,BNS,303,2,2
53434,IPC,457,1,1
53435,IPC,379,1,1
53436,MVA,279,1,1
53437,IPC,354,1,1
53437,ITA,67,2,2
53438,IPC,379,1,1
53438,BNS,303,2,2
53439,IPC,379,1,1
53439,BNS,303,2,2
53440,IPC,420,1,1
53440,ITA,66D,2,2
53441,IPC,420,1,1
53442,IPC,392,1,1
53443,IPC,392,1,1
53444,IPC,323,1,1
53445,IPC,420,1,1
53445,BNS,318,2,2
53446,IPC,420,1,1
53446,ITA,66D,2,2
53446,BNS,318,3,3
53447,IPC,379,1,1
53447,IPC,392,2,2
53448,IPC,354,1,1
53449,IPC,420,1,1
53449,BNS,318,2,2
53450,IPC,379,1,1
53451,IPC,379,1,1
53451,BNS,303,2,2
53452,IPC,420,1,1
53453,IPC,323,1,1
53453,IPC,325,2,2
53454,IPC,379,1,1
53454,BNS,303,2,2
53455,IPC,323,1,1
53455,IPC,325,2,2
53455,BNS,115,3,3
53456,IPC,420,1,1
53457,IPC,457,1,1
53457,IPC,380,2,2
53458,IPC,498A,1,1
53459,IPC,379,1,1
53459,IPC,392,2,2
53460,ITA,67,1,1
53461,IPC,392,1,1
53462,MVA,279,1,1
53463,IPC,392,1,1
53463,BNS,309,2,2
53464,IPC,323,1,1
53465,IPC,465,1,1
53466,IPC,420,1,1
53466,ITA,66D,2,2
53467,IPC,379,1,1
53467,BNS,303,2,2
53468,IPC,420,1,1
53469,IPC,379,1,1
53470,IPC,498A,1,1
53471,IPC,302,1,1
53472,IPC,498A,1,1
53473,IPC,457,1,1
53474,KPA,110,1,1
53475,IPC,420,1,1
53476,IPC,420,1,1
53477,IPC,354,1,1
53477,ITA,67,2,2
53478,MVA,279,1,1
53479,IPC,363,1,1
53480,IPC,379,1,1
53481,IPC,457,1,1
53481,IPC,380,2,2
53482,IPC,395,1,1
53483,IPC,379,1,1
53483,IPC,392,2,2
53484,IPC,323,1,1
53485,IPC,379,1,1
53486,IPC,379,1,1
53486,IPC,392,2,2
53487,IPC,406,1,1
53488,IPC,379,1,1
53488,BNS,303,2,2
53489,IPC,379,1,1
53490,IPC,354,1,1
53491,IPC,420,1,1
53492,IPC,420,1,1
53493,IPC,379,1,1
53493,BNS,303,2,2
53494,IPC,392,1,1
53494,BNS,309,2,2
53495,IPC,420,1,1
53495,ITA,66D,2,2
53495,BNS,318,3,3
53496,IPC,457,1,1
53496,IPC,380,2,2
53497,ITA,67,1,1
53497,ITA,66D,2,2
53498,ITA,67,1,1
53498,ITA,66D,2,2
53499,MVA,279,1,1
53500,NDPS,22,1,1
53501,IPC,498A,1,1
53502,IPC,457,1,1
53503,IPC,420,1,1
53504,IPC,379,1,1
53504,BNS,303,2,2
53505,IPC,457,1,1
53505,IPC,380,2,2
53506,IPC,307,1,1
53506,BNS,109,2,2
53507,KPA,110,1,1
53508,ITA,67,1,1
53509,IPC,420,1,1
53509,ITA,66D,2,2
53510,IPC,323,1,1
53511,IPC,323,1,1
53511,IPC,325,2,2
53512,IPC,420,1,1
53513,IPC,457,1,1
53514,NDPS,22,1,1
53515,IPC,379,1,1
53515,BNS,303,2,2
53516,IPC,392,1,1
53516,BNS,309,2,2
53517,IPC,420,1,1
53517,ITA,66D,2,2
53518,IPC,323,1,1
53519,IPC,465,1,1
53520,IPC,379,1,1
53520,BNS,303,2,2
53521,IPC,379,1,1
53522,IPC,379,1,1
53522,IPC,392,2,2
53523,IPC,307,1,1
53523,BNS,109,2,2
53524,IPC,420,1,1
53524,BNS,318,2,2
53525,IPC,379,1,1
53526,IPC,392,1,1
53526,BNS,309,2,2
53527,KPA,110,1,1
53528,IPC,379,1,1
53529,IPC,323,1,1
53529,BNS,115,2,2
53530,IPC,323,1,1
53531,NDPS,20,1,1
53532,IPC,420,1,1
53532,ITA,66D,2,2
53533,IPC,420,1,1
53534,IPC,323,1,1
53535,IPC,379,1,1
53535,BNS,303,2,2
53536,IPC,457,1,1
53536,IPC,380,2,2
53537,IPC,302,1,1
53537,BNS,103,2,2
53538,IPC,363,1,1
53539,IPC,379,1,1
53539,BNS,303,2,2
53540,IPC,457,1,1
53541,IPC,307,1,1
53541,BNS,109,2,2
53542,IPC,379,1,1
53542,BNS,303,2,2
53543,IPC,379,1,1
53544,IPC,379,1,1
53544,BNS,303,2,2
53545,IPC,420,1,1
53546,IPC,363,1,1
53547,IPC,420,1,1
53547,BNS,318,2,2
53548,IPC,302,1,1
53549,IPC,363,1,1
53550,IPC,392,1,1
53550,BNS,309,2,2
53551,IPC,420,1,1
53551,ITA,66D,2,2
53551,BNS,318,3,3
53552,IPC,420,1,1
53553,IPC,379,1,1
53554,ITA,67,1,1
53554,ITA,66D,2,2
53555,IPC,420,1,1
53555,ITA,66D,2,2
53556,IPC,323,1,1
53557,IPC,379,1,1
53557,BNS,303,2,2
53558,IPC,323,1,1
53558,IPC,325,2,2
53559,IPC,457,1,1
53559,IPC,380,2,2
53560,IPC,420,1,1
53560,ITA,66D,2,2
53561,IPC,420,1,1
53562,IPC,420,1,1
53562,ITA,66D,2,2
53562,BNS,318,3,3
53563,IPC,420,1,1
53564,IPC,420,1,1
53564,ITA,66D,2,2
53565,IPC,379,1,1
53565,BNS,303,2,2
53566,IPC,323,1,1
53566,BNS,115,2,2
53567,IPC,457,1,1
53567,IPC,380,2,2
53568,IPC,465,1,1
53569,ITA,66C,1,1
53569,ITA,66D,2,2
53570,MVA,279,1,1
53571,IPC,420,1,1
53571,ITA,66D,2,2
53572,IPC,323,1,1
53572,IPC,325,2,2
53573,IPC,323,1,1
53574,IPC,420,1,1
53575,ITA,66C,1,1
53575,ITA,66D,2,2
53576,IPC,379,1,1
53576,BNS,303,2,2
53577,IPC,323,1,1
53577,IPC,325,2,2
53577,BNS,115,3,3
53578,IPC,379,1,1
53578,BNS,303,2,2
53579,IPC,323,1,1
53579,IPC,325,2,2
53579,BNS,115,3,3
53580,IPC,379,1,1
53580,BNS,303,2,2
53581,IPC,323,1,1
53581,BNS,115,2,2
53582,IPC,457,1,1
53582,IPC,380,2,2
53583,ITA,66C,1,1
53583,ITA,66D,2,2
53584,IPC,323,1,1
53584,IPC,325,2,2
53585,IPC,379,1,1
53586,IPC,465,1,1
53587,IPC,379,1,1
53587,BNS,303,2,2
53588,IPC,323,1,1
53588,IPC,325,2,2
53588,BNS,115,3,3
53589,IPC,363,1,1
53590,IPC,354,1,1
53591,IPC,379,1,1
53591,BNS,303,2,2
53592,IPC,354,1,1
53593,IPC,457,1,1
53593,IPC,380,2,2
53594,MVA,185,1,1
53595,IPC,392,1,1
53596,MVA,279,1,1
53597,IPC,392,1,1
53598,KPA,110,1,1
53599,IPC,420,1,1
53600,ITA,66C,1,1
53600,ITA,66D,2,2
53601,IPC,406,1,1
53602,IPC,379,1,1
53602,BNS,303,2,2
53603,IPC,379,1,1
53603,BNS,303,2,2
53604,IPC,379,1,1
53604,BNS,303,2,2
53605,NDPS,20,1,1
53606,IPC,323,1,1
53606,IPC,325,2,2
53607,IPC,379,1,1
53607,BNS,303,2,2
53608,IPC,457,1,1
53609,IPC,420,1,1
53610,IPC,498A,1,1
53611,IPC,379,1,1
53612,IPC,465,1,1
53613,IPC,457,1,1
53613,IPC,380,2,2
53614,IPC,379,1,1
53614,BNS,303,2,2
53615,IPC,498A,1,1
53616,IPC,363,1,1
53617,IPC,354,1,1
53618,IPC,379,1,1
53619,IPC,363,1,1
53620,IPC,420,1,1
53620,ITA,66D,2,2
53621,IPC,379,1,1
53621,BNS,303,2,2
53622,IPC,457,1,1
53623,IPC,457,1,1
53623,IPC,380,2,2
53624,IPC,379,1,1
53624,BNS,303,2,2
53625,ITA,66C,1,1
53625,ITA,66D,2,2
53626,IPC,323,1,1
53627,IPC,379,1,1
53628,MVA,279,1,1
53629,IPC,420,1,1
53630,IPC,379,1,1
53630,BNS,303,2,2
53631,IPC,392,1,1
53632,MVA,279,1,1
53633,IPC,379,1,1
53634,IPC,323,1,1
53635,IPC,379,1,1
53636,IPC,379,1,1
53636,BNS,303,2,2
53637,IPC,379,1,1
53637,BNS,303,2,2
53638,IPC,457,1,1
53639,IPC,379,1,1
53639,BNS,303,2,2
53640,IPC,392,1,1
53641,IPC,379,1,1
53642,IPC,420,1,1
53642,ITA,66D,2,2
53643,IPC,420,1,1
53644,IPC,379,1,1
53644,BNS,303,2,2
53645,IPC,379,1,1
53646,NDPS,20,1,1
53647,IPC,406,1,1
53648,NDPS,20,1,1
53649,IPC,379,1,1
53649,IPC,392,2,2
53650,IPC,379,1,1
53650,BNS,303,2,2
53651,IPC,420,1,1
53652,IPC,420,1,1
53652,ITA,66D,2,2
53653,IPC,498A,1,1
53654,IPC,307,1,1
53655,IPC,420,1,1
53655,ITA,66D,2,2
53655,BNS,318,3,3
53656,IPC,379,1,1
53657,IPC,465,1,1
53658,IPC,457,1,1
53659,IPC,420,1,1
53660,ITA,67,1,1
53660,ITA,66D,2,2
53661,NDPS,20,1,1
53662,IPC,323,1,1
53662,IPC,325,2,2
53662,BNS,115,3,3
53663,IPC,379,1,1
53663,BNS,303,2,2
53664,ITA,66C,1,1
53665,IPC,379,1,1
53666,ITA,66C,1,1
53666,ITA,66D,2,2
53667,IPC,379,1,1
53667,BNS,303,2,2
53668,IPC,379,1,1
53669,IPC,354,1,1
53670,IPC,354,1,1
53671,IPC,379,1,1
53671,IPC,392,2,2
53672,IPC,420,1,1
53672,BNS,318,2,2
53673,IPC,323,1,1
53673,IPC,325,2,2
53674,IPC,379,1,1
53675,IPC,379,1,1
53676,IPC,354,1,1
53677,IPC,379,1,1
53678,NDPS,20,1,1
53679,KPA,110,1,1
53680,IPC,379,1,1
53680,BNS,303,2,2
53681,IPC,354,1,1
53682,IPC,420,1,1
53683,MVA,279,1,1
53684,IPC,323,1,1
53684,BNS,115,2,2
53685,IPC,498A,1,1
53686,IPC,379,1,1
53686,BNS,303,2,2
53687,IPC,379,1,1
53687,IPC,392,2,2
53688,IPC,363,1,1
53689,ITA,67,1,1
53690,IPC,420,1,1
53690,ITA,66D,2,2
53691,IPC,420,1,1
53691,ITA,66D,2,2
53692,IPC,323,1,1
53692,IPC,325,2,2
53693,ITA,67,1,1
53693,ITA,66D,2,2
53694,IPC,379,1,1
53694,IPC,392,2,2
53695,IPC,323,1,1
53695,IPC,325,2,2
53695,BNS,115,3,3
53696,IPC,420,1,1
53697,IPC,457,1,1
53698,IPC,379,1,1
53698,BNS,303,2,2
53699,IPC,457,1,1
53699,IPC,380,2,2
53700,IPC,302,1,1
53700,BNS,103,2,2
53701,IPC,420,1,1
53702,IPC,363,1,1
53703,IPC,323,1,1
53704,IPC,354,1,1
53704,ITA,67,2,2
53705,IPC,420,1,1
53705,BNS,318,2,2
53706,NDPS,20,1,1
53707,IPC,379,1,1
53708,IPC,323,1,1
53709,IPC,323,1,1
53710,ITA,67,1,1
53710,ITA,66D,2,2
53711,IPC,465,1,1
53712,IPC,323,1,1
53713,MVA,279,1,1
53714,IPC,392,1,1
53714,BNS,309,2,2
53715,IPC,379,1,1
53715,BNS,303,2,2
53716,IPC,379,1,1
53717,IPC,323,1,1
53717,BNS,115,2,2
53718,IPC,323,1,1
53718,IPC,325,2,2
53718,BNS,115,3,3
53719,IPC,420,1,1
53719,ITA,66D,2,2
53720,IPC,457,1,1
53721,IPC,392,1,1
53722,IPC,363,1,1
53723,MVA,279,1,1
53724,IPC,465,1,1
53725,IPC,323,1,1
53725,IPC,325,2,2
53725,BNS,115,3,3
53726,IPC,379,1,1
53726,IPC,392,2,2
53727,IPC,420,1,1
53727,BNS,318,2,2
53728,IPC,323,1,1
53729,IPC,420,1,1
53729,ITA,66D,2,2
53729,BNS,318,3,3
53730,ITA,67,1,1
53731,IPC,379,1,1
53731,BNS,303,2,2
53732,IPC,420,1,1
53733,IPC,323,1,1
53733,IPC,325,2,2
53734,IPC,498A,1,1
53735,IPC,379,1,1
53735,BNS,303,2,2
53736,IPC,420,1,1
53736,ITA,66D,2,2
53737,IPC,379,1,1
53738,IPC,354,1,1
53739,IPC,457,1,1
53739,IPC,380,2,2
53740,IPC,379,1,1
53741,IPC,420,1,1
53742,KPA,110,1,1
53743,IPC,420,1,1
53743,ITA,66D,2,2
53744,IPC,307,1,1
53744,BNS,109,2,2
53745,IPC,379,1,1
53745,BNS,303,2,2
53746,IPC,420,1,1
53747,IPC,379,1,1
53748,IPC,323,1,1
53748,BNS,115,2,2
53749,IPC,323,1,1
53749,IPC,325,2,2
53750,NDPS,20,1,1
53751,MVA,279,1,1
53752,IPC,323,1,1
53753,IPC,420,1,1
53753,ITA,66D,2,2
53754,NDPS,20,1,1
53755,IPC,457,1,1
53756,IPC,323,1,1
53756,IPC,325,2,2
53757,IPC,420,1,1
53757,ITA,66D,2,2
53757,BNS,318,3,3
53758,IPC,379,1,1
53758,BNS,303,2,2
53759,IPC,323,1,1
53759,BNS,115,2,2
53760,IPC,457,1,1
53760,IPC,380,2,2
53761,ITA,67,1,1
53761,ITA,66D,2,2
53762,IPC,420,1,1
53762,ITA,66D,2,2
53763,IPC,498A,1,1
53764,IPC,323,1,1
53764,IPC,325,2,2
53764,BNS,115,3,3
53765,IPC,457,1,1
53766,IPC,498A,1,1
53767,IPC,323,1,1
53767,BNS,115,2,2
53768,IPC,379,1,1
53769,IPC,498A,1,1
53770,IPC,323,1,1
53770,BNS,115,2,2
53771,IPC,420,1,1
53772,IPC,379,1,1
53772,BNS,303,2,2
53773,IPC,379,1,1
53774,IPC,420,1,1
53775,IPC,457,1,1
53776,IPC,457,1,1
53777,IPC,457,1,1
53778,IPC,379,1,1
53779,IPC,420,1,1
53779,ITA,66D,2,2
53780,IPC,379,1,1
53781,IPC,363,1,1
53782,ITA,67,1,1
53783,IPC,363,1,1
53784,IPC,354,1,1
53785,KPA,110,1,1
53786,IPC,457,1,1
53786,IPC,380,2,2
53787,IPC,379,1,1
53788,IPC,406,1,1
53789,IPC,420,1,1
53789,ITA,66D,2,2
53790,IPC,354,1,1
53791,IPC,379,1,1
53791,BNS,303,2,2
53792,IPC,323,1,1
53792,IPC,325,2,2
53793,IPC,323,1,1
53794,IPC,457,1,1
53795,IPC,323,1,1
53795,IPC,325,2,2
53795,BNS,115,3,3
53796,IPC,379,1,1
53796,BNS,303,2,2
53797,IPC,457,1,1
53798,IPC,498A,1,1
53799,IPC,420,1,1
53799,ITA,66D,2,2
53800,MVA,185,1,1
53801,NDPS,22,1,1
53802,KPA,110,1,1
53803,IPC,354,1,1
53804,IPC,457,1,1
53804,IPC,380,2,2
53805,IPC,363,1,1
53806,IPC,420,1,1
53807,IPC,420,1,1
53808,MVA,279,1,1
53809,IPC,323,1,1
53809,BNS,115,2,2
53810,IPC,457,1,1
53810,IPC,380,2,2
53811,IPC,457,1,1
53812,IPC,379,1,1
53813,IPC,379,1,1
53814,IPC,420,1,1
53814,ITA,66D,2,2
53815,IPC,392,1,1
53815,BNS,309,2,2
53816,IPC,392,1,1
53816,BNS,309,2,2
53817,IPC,323,1,1
53817,IPC,325,2,2
53817,BNS,115,3,3
53818,IPC,379,1,1
53819,MVA,279,1,1
53820,IPC,392,1,1
53821,IPC,379,1,1
53821,BNS,303,2,2
53822,IPC,323,1,1
53822,BNS,115,2,2
53823,ITA,66C,1,1
53824,IPC,379,1,1
53825,IPC,379,1,1
53825,BNS,303,2,2
53826,IPC,406,1,1
53827,IPC,420,1,1
53827,BNS,318,2,2
53828,IPC,498A,1,1
53829,IPC,379,1,1
53829,BNS,303,2,2
53830,IPC,379,1,1
53831,IPC,323,1,1
53831,BNS,115,2,2
53832,ITA,67,1,1
53832,ITA,66D,2,2
53833,IPC,420,1,1
53834,IPC,323,1,1
53834,IPC,325,2,2
53835,IPC,323,1,1
53836,IPC,379,1,1
53837,IPC,420,1,1
53837,ITA,66D,2,2
53838,IPC,379,1,1
53838,BNS,303,2,2
53839,IPC,323,1,1
53839,IPC,325,2,2
53839,BNS,115,3,3
53840,IPC,379,1,1
53840,BNS,303,2,2
53841,IPC,379,1,1
53842,IPC,379,1,1
53843,IPC,379,1,1
53843,BNS,303,2,2
53844,IPC,379,1,1
53844,IPC,392,2,2
53845,IPC,379,1,1
53846,IPC,323,1,1
53847,IPC,323,1,1
53848,IPC,379,1,1
53848,BNS,303,2,2
53849,IPC,457,1,1
53849,IPC,380,2,2
53850,IPC,379,1,1
53850,IPC,392,2,2
53851,IPC,420,1,1
53851,ITA,66D,2,2
53852,IPC,354,1,1
53853,IPC,457,1,1
53853,IPC,380,2,2
53854,IPC,379,1,1
53855,IPC,420,1,1
53856,IPC,379,1,1
53857,KPA,110,1,1
53858,IPC,379,1,1
53858,BNS,303,2,2
53859,IPC,379,1,1
53859,BNS,303,2,2
53860,MVA,185,1,1
53861,IPC,457,1,1
53861,IPC,380,2,2
53862,IPC,323,1,1
53862,IPC,325,2,2
53862,BNS,115,3,3
53863,IPC,420,1,1
53863,ITA,66D,2,2
53863,BNS,318,3,3
53864,IPC,323,1,1
53864,BNS,115,2,2
53865,ITA,67,1,1
53866,IPC,420,1,1
53866,ITA,66D,2,2
53867,IPC,379,1,1
53868,IPC,406,1,1
53869,IPC,363,1,1
53870,IPC,302,1,1
53871,IPC,379,1,1
53871,BNS,303,2,2
53872,IPC,498A,1,1
53873,IPC,379,1,1
53873,BNS,303,2,2
53874,IPC,498A,1,1
53875,IPC,302,1,1
53875,BNS,103,2,2
53876,IPC,379,1,1
53876,BNS,303,2,2
53877,IPC,457,1,1
53877,IPC,380,2,2
53878,IPC,457,1,1
53878,IPC,380,2,2
53879,IPC,379,1,1
53880,IPC,379,1,1
53880,BNS,303,2,2
53881,NDPS,20,1,1
53882,MVA,279,1,1
53883,MVA,279,1,1
53884,IPC,379,1,1
53884,IPC,392,2,2
53885,IPC,323,1,1
53886,IPC,379,1,1
53886,BNS,303,2,2
53887,ITA,66C,1,1
53887,ITA,66D,2,2
53888,IPC,420,1,1
53889,MVA,185,1,1
53890,IPC,379,1,1
53890,BNS,303,2,2
53891,IPC,363,1,1
53892,IPC,379,1,1
53893,KPA,110,1,1
53894,IPC,323,1,1
53894,IPC,325,2,2
53894,BNS,115,3,3
53895,IPC,420,1,1
53895,BNS,318,2,2
53896,IPC,379,1,1
53896,BNS,303,2,2
53897,IPC,323,1,1
53898,MVA,279,1,1
53899,IPC,420,1,1
53899,ITA,66D,2,2
53899,BNS,318,3,3
53900,IPC,354,1,1
53901,MVA,279,1,1
53902,IPC,457,1,1
53902,IPC,380,2,2
53903,ITA,67,1,1
53903,ITA,66D,2,2
53904,IPC,379,1,1
53905,IPC,379,1,1
53905,BNS,303,2,2
53906,IPC,406,1,1
53907,IPC,420,1,1
53907,ITA,66D,2,2
53907,BNS,318,3,3
53908,IPC,379,1,1
53908,BNS,303,2,2
53909,MVA,185,1,1
53910,MVA,185,1,1
53911,IPC,363,1,1
53912,IPC,420,1,1
53912,ITA,66D,2,2
53912,BNS,318,3,3
53913,IPC,420,1,1
53914,IPC,323,1,1
53915,IPC,379,1,1
53916,MVA,185,1,1
53917,IPC,420,1,1
53917,BNS,318,2,2
53918,IPC,406,1,1
53919,IPC,420,1,1
53919,ITA,66D,2,2
53919,BNS,318,3,3
53920,IPC,363,1,1
53921,IPC,379,1,1
53921,BNS,303,2,2
53922,IPC,420,1,1
53923,KPA,110,1,1
53924,IPC,457,1,1
53925,IPC,420,1,1
53925,ITA,66D,2,2
53926,IPC,420,1,1
53927,IPC,323,1,1
53928,IPC,379,1,1
53928,BNS,303,2,2
53929,IPC,379,1,1
53929,BNS,303,2,2
53930,IPC,457,1,1
53931,IPC,379,1,1
53932,IPC,498A,1,1
53933,IPC,379,1,1
53933,BNS,303,2,2
53934,IPC,457,1,1
53934,IPC,380,2,2
53935,MVA,279,1,1
53936,IPC,323,1,1
53936,IPC,325,2,2
53936,BNS,115,3,3
53937,IPC,379,1,1
53938,IPC,379,1,1
53938,BNS,303,2,2
53939,IPC,406,1,1
53940,IPC,420,1,1
53941,IPC,465,1,1
53942,IPC,379,1,1
53942,IPC,392,2,2
53943,ITA,66C,1,1
53943,ITA,66D,2,2
53944,IPC,379,1,1
53945,IPC,457,1,1
53946,IPC,420,1,1
53947,IPC,498A,1,1
53948,IPC,379,1,1
53948,BNS,303,2,2
53949,IPC,323,1,1
53949,IPC,325,2,2
53950,IPC,379,1,1
53950,BNS,303,2,2
53951,IPC,323,1,1
53951,IPC,325,2,2
53952,NDPS,20,1,1
53953,NDPS,20,1,1
53954,IPC,379,1,1
53954,BNS,303,2,2
53955,IPC,379,1,1
53956,IPC,323,1,1
53956,BNS,115,2,2
53957,IPC,323,1,1
53958,IPC,392,1,1
53958,BNS,309,2,2
53959,IPC,379,1,1
53959,BNS,303,2,2
53960,IPC,302,1,1
53960,BNS,103,2,2
53961,IPC,420,1,1
53961,ITA,66D,2,2
53961,BNS,318,3,3
53962,IPC,457,1,1
53963,IPC,406,1,1
53964,KPA,110,1,1
53965,IPC,307,1,1
53965,BNS,109,2,2
53966,IPC,420,1,1
53967,IPC,379,1,1
53967,IPC,392,2,2
53968,IPC,406,1,1
53969,IPC,379,1,1
53969,BNS,303,2,2
53970,KPA,110,1,1
53971,IPC,420,1,1
53971,BNS,318,2,2
53972,IPC,420,1,1
53972,ITA,66D,2,2
53973,IPC,354,1,1
53974,IPC,379,1,1
53975,IPC,323,1,1
53975,IPC,325,2,2
53976,IPC,379,1,1
53976,BNS,303,2,2
53977,IPC,379,1,1
53978,IPC,379,1,1
53979,IPC,323,1,1
53979,BNS,115,2,2
53980,IPC,420,1,1
53980,ITA,66D,2,2
53981,IPC,379,1,1
53981,BNS,303,2,2
53982,MVA,279,1,1
53983,IPC,457,1,1
53983,IPC,380,2,2
53984,IPC,379,1,1
53985,IPC,406,1,1
53986,IPC,302,1,1
53987,MVA,185,1,1
53988,IPC,379,1,1
53989,IPC,379,1,1
53989,IPC,392,2,2
53990,IPC,420,1,1
53990,ITA,66D,2,2
53990,BNS,318,3,3
53991,NDPS,20,1,1
53992,IPC,379,1,1
53993,IPC,379,1,1
53993,IPC,392,2,2
53994,IPC,379,1,1
53995,IPC,379,1,1
53995,BNS,303,2,2
53996,MVA,279,1,1
53997,IPC,379,1,1
53997,BNS,303,2,2
53998,IPC,465,1,1
53999,IPC,379,1,1
54000,IPC,392,1,1
54001,IPC,307,1,1
54002,IPC,379,1,1
54002,BNS,303,2,2
54003,IPC,379,1,1
54004,IPC,457,1,1
54005,IPC,354,1,1
54006,KPA,110,1,1
54007,IPC,379,1,1
54007,IPC,392,2,2
54008,MVA,279,1,1
54009,IPC,406,1,1
54010,IPC,498A,1,1
54011,ITA,66C,1,1
54011,ITA,66D,2,2
54012,IPC,392,1,1
54012,BNS,309,2,2
54013,MVA,279,1,1
54014,MVA,279,1,1
54015,IPC,379,1,1
54015,BNS,303,2,2
54016,IPC,354,1,1
54017,IPC,420,1,1
54018,IPC,379,1,1
54019,IPC,379,1,1
54019,IPC,392,2,2
54020,IPC,420,1,1
54020,ITA,66D,2,2
54021,IPC,392,1,1
54022,IPC,379,1,1
54023,IPC,420,1,1
54024,MVA,185,1,1
54025,NDPS,20,1,1
54026,IPC,379,1,1
54026,BNS,303,2,2
54027,IPC,354,1,1
54028,IPC,420,1,1
54028,ITA,66D,2,2
54029,IPC,420,1,1
54029,ITA,66D,2,2
54030,IPC,323,1,1
54030,BNS,115,2,2
54031,IPC,420,1,1
54032,IPC,465,1,1
54033,IPC,379,1,1
54034,IPC,379,1,1
54034,BNS,303,2,2
54035,IPC,323,1,1
54035,IPC,325,2,2
54036,IPC,379,1,1
54037,IPC,323,1,1
54038,MVA,279,1,1
54039,IPC,420,1,1
54040,IPC,420,1,1
54040,ITA,66D,2,2
54040,BNS,318,3,3
54041,KPA,110,1,1
54042,IPC,363,1,1
54043,IPC,420,1,1
54044,IPC,457,1,1
54044,IPC,380,2,2
54045,IPC,379,1,1
54045,BNS,303,2,2
54046,IPC,457,1,1
54046,IPC,380,2,2
54047,IPC,323,1,1
54048,ITA,67,1,1
54049,IPC,363,1,1
54050,IPC,420,1,1
54051,IPC,457,1,1
54052,IPC,465,1,1
54053,IPC,498A,1,1
54054,IPC,420,1,1
54054,BNS,318,2,2
54055,NDPS,20,1,1
54056,IPC,379,1,1
54057,IPC,323,1,1
54057,BNS,115,2,2
54058,IPC,379,1,1
54058,BNS,303,2,2
54059,IPC,379,1,1
54060,ITA,66C,1,1
54061,IPC,420,1,1
54061,ITA,66D,2,2
54061,BNS,318,3,3
54062,IPC,379,1,1
54063,IPC,379,1,1
54063,BNS,303,2,2
54064,IPC,379,1,1
54064,BNS,303,2,2
54065,NDPS,20,1,1
54066,IPC,392,1,1
54066,BNS,309,2,2
54067,IPC,363,1,1
54068,IPC,379,1,1
54068,BNS,303,2,2
54069,IPC,379,1,1
54070,IPC,465,1,1
54071,IPC,379,1,1
54071,BNS,303,2,2
54072,MVA,279,1,1
54073,IPC,420,1,1
54073,ITA,66D,2,2
54074,IPC,379,1,1
54075,IPC,363,1,1
54076,NDPS,22,1,1
54077,MVA,279,1,1
54078,IPC,498A,1,1
54079,IPC,323,1,1
54079,IPC,325,2,2
54080,IPC,379,1,1
54080,BNS,303,2,2
54081,IPC,395,1,1
54081,BNS,310,2,2
54082,NDPS,22,1,1
54083,ITA,67,1,1
54083,ITA,66D,2,2
54084,IPC,379,1,1
54084,BNS,303,2,2
54085,IPC,457,1,1
54086,MVA,279,1,1
54087,IPC,420,1,1
54087,ITA,66D,2,2
54088,IPC,420,1,1
54088,ITA,66D,2,2
54089,IPC,379,1,1
54089,BNS,303,2,2
54090,IPC,379,1,1
54091,NDPS,20,1,1
54092,IPC,323,1,1
54092,IPC,325,2,2
54092,BNS,115,3,3
54093,IPC,323,1,1
54093,BNS,115,2,2
54094,IPC,420,1,1
54095,IPC,457,1,1
54096,IPC,420,1,1
54097,IPC,379,1,1
54098,IPC,379,1,1
54098,BNS,303,2,2
54099,IPC,420,1,1
54099,ITA,66D,2,2
54100,IPC,420,1,1
54100,BNS,318,2,2
54101,IPC,379,1,1
54102,IPC,457,1,1
54102,IPC,380,2,2
54103,IPC,420,1,1
54104,IPC,420,1,1
54104,ITA,66D,2,2
